4,-6:-4, -6, 0
4,-6:-4, 2, 0, -12
4,-6:-4, 2, 0, -2
1,9:6, 6, -4, 0
1,0:6, 6, -2, 16
1,0:6, 6, 8, 16
-1,5:-4, -6, -14, 6, 0
7,0:-4, -6, -8, -18, -20
6,-10:-4, -6, -8, -18, -4
6,-10:-4, -6, -8, -18, 0
6,-10:-4, -6, -8, -4, -18
6,-10:-4, -6, -8, -4, -8
6,-10:-4, -6, -8, -2, -14
-1,5:-4, -6, 6, 0, -14
-1,5:-4, -6, 6, 0, -4
4,-6:-4, -6, 6, 0, 2
4,-6:-4, -6, 6, 0, 12
4,-6:-4, -6, 6, 4, 2
4,-6:-4, -6, 6, 4, 4
4,-6:-4, -6, 6, 4, 6
6,10:-4, -4, -14, 6, -4
6,10:-4, -4, 6, -4, -4
6,10:-4, -4, 6, -4, -2
2,4:-4, 0, -12, -10, 4
2,4:-4, 0, -12, 4, -10
2,4:-4, 0, -12, 4, -6
1,6:-4, 0, -12, 4, 6
-5,6:-4, 2, 6, 10, 6
4,-6:-4, 4, -10, -12, 2
4,-6:-4, 4, -10, 2, -14
4,-6:-4, 4, -10, 2, -12
4,-6:-4, 4, -10, 2, -10
4,-6:-4, 4, -8, 0, -10
4,-6:-4, 4, -8, 0, -8
6,6:-4, 4, -2, -12, -6
7,-3:6, -4, -4, -6, 0
-5,6:6, 6, 8, 8, -2
1,0:6, 6, 14, 16, -4
1,0:6, 6, 14, 16, 0
14,2:-4, -6, -14, 6, -2, -18, -4, -18
1,1:-4, -6, -14, 6, 0, 8, 4, 10
4,-2:-4, -6, -14, 6, 4, 0, -2, 4
-3,10:-4, -6, -14, 6, 6, 12, -4, -4
-3,10:-4, -6, -14, 6, 6, 12, -4, -2
-3,10:-4, -6, -14, 6, 6, 12, -4, 0
-3,10:-4, -6, -14, 6, 6, 12, 2, -2
-3,10:-4, -6, -14, 6, 6, 12, 2, 2
12,-12:-4, -6, -8, -20, -20, -12, -14, -26
12,-12:-4, -6, -8, -20, -20, -12, -14, -16
6,-10:-4, -6, -8, -18, -10, -10, -6, -12
6,-10:-4, -6, -8, -18, -10, -10, -6, -10
6,-10:-4, -6, -8, -18, -10, -10, -6, -8
6,-10:-4, -6, -8, -18, -10, -8, -14, -12
6,-10:-4, -6, -8, -18, -10, -8, -14, -10
6,-10:-4, -6, -8, -18, -10, -8, -14, -8
6,-10:-4, -6, -8, -18, -6, -14, -12, -18
6,-10:-4, -6, -8, -18, -6, -14, -12, -16
6,-10:-4, -6, -8, -18, -6, -14, -12, -14
6,-10:-4, -6, -8, -18, -6, -10, -14, -6
6,-10:-4, -6, -8, -18, -6, -10, -14, -4
6,-10:-4, -6, -8, -18, -6, -10, -10, -12
6,-10:-4, -6, -8, -18, -6, -10, -8, -10
6,-10:-4, -6, -8, -18, -6, -8, -18, -6
6,-10:-4, -6, -8, -18, -6, -8, -8, -10
6,-10:-4, -6, -8, -18, -6, -8, -2, -12
8,-14:-4, -6, -8, -18, -4, -14, -18, -12
6,-10:-4, -6, -8, -18, -2, -12, -14, -6
2,1:-4, -6, -8, -16, -26, -20, -22, -24
2,1:-4, -6, -8, -16, -26, -20, -22, -20
2,0:-4, -6, -8, -16, -26, -20, -16, -18
2,0:-4, -6, -8, -16, -26, -20, -16, -10
2,0:-4, -6, -8, -16, -26, -14, -24, -14
2,0:-4, -6, -8, -16, -26, -14, -24, -12
2,0:-4, -6, -8, -16, -26, -12, -16, -16
2,0:-4, -6, -8, -16, -26, -8, -24, -24
2,0:-4, -6, -8, -16, -26, -8, -20, -28
2,0:-4, -6, -8, -16, -26, -8, -20, -26
2,0:-4, -6, -8, -16, -26, -8, -20, -24
2,0:-4, -6, -8, -16, -22, -30, -12, -8
2,0:-4, -6, -8, -16, -22, -26, -32, -16
2,0:-4, -6, -8, -16, -22, -26, -32, -12
2,0:-4, -6, -8, -16, -22, -26, -28, -12
2,0:-4, -6, -8, -16, -22, -26, -28, -10
10,-6:-4, -6, -8, -16, -22, -26, -8, -14
2,0:-4, -6, -8, -16, -22, -20, -16, -30
2,0:-4, -6, -8, -16, -16, -28, -28, -32
2,0:-4, -6, -8, -16, -16, -28, -28, -20
2,0:-4, -6, -8, -16, -16, -18, -22, -20
2,0:-4, -6, -8, -16, -16, -18, -22, -18
2,0:-4, -6, -8, -16, -16, -18, -22, -12
2,0:-4, -6, -8, -16, -16, -18, -16, -20
2,0:-4, -6, -8, -16, -16, -18, -16, -18
2,0:-4, -6, -8, -16, -16, -18, -16, -16
2,0:-4, -6, -8, -16, -16, -18, -14, -12
2,0:-4, -6, -8, -16, -16, -18, -12, -18
2,0:-4, -6, -8, -16, -16, -16, -26, -10
0,-13:-4, -6, -8, -16, -16, -16, -26, -6
0,-13:-4, -6, -8, -16, -16, -16, -26, 4
2,0:-4, -6, -8, -16, -16, -16, -10, -26
2,0:-4, -6, -8, -16, -16, -16, -8, -18
0,-13:-4, -6, -8, -16, -16, -16, -6, -26
6,-19:-4, -6, -8, -16, -10, -22, -14, -8
2,0:-4, -6, -8, -16, -10, -18, -14, -14
2,0:-4, -6, -8, -16, -10, -18, -14, -12
2,0:-4, -6, -8, -16, -10, -18, -14, -10
-8,-18:-4, -6, -8, -16, -10, -16, -26, 10
-8,-18:-4, -6, -8, -16, -10, -16, -26, 12
-8,-18:-4, -6, -8, -16, -10, -16, -26, 14
2,0:-4, -6, -8, -16, -10, -16, -18, -16
6,-19:-4, -6, -8, -16, -10, -8, -6, -28
6,-19:-4, -6, -8, -16, -10, -8, -6, -24
6,3:-4, -6, -8, -10, -20, -2, -8, 0
5,10:-4, -6, -8, -10, -20, -2, -8, 2
6,-10:-4, -6, -8, -10, -14, -10, 0, -6
6,-10:-4, -6, -8, -10, -14, -10, 0, -4
6,-10:-4, -6, -8, -10, -14, -10, 0, -2
6,-10:-4, -6, -8, -10, -14, 0, 2, -6
6,-10:-4, -6, -8, -10, -10, -18, -2, -22
6,-10:-4, -6, -8, -10, -10, -18, -2, -20
6,-10:-4, -6, -8, -10, -10, -18, -2, -18
6,-10:-4, -6, -8, -10, -10, -14, -2, -12
6,-10:-4, -6, -8, -10, -10, -12, -2, -16
6,-10:-4, -6, -8, -10, -10, -12, -2, -14
6,-10:-4, -6, -8, -10, -10, -8, -6, -4
6,-10:-4, -6, -8, -10, -10, -8, -6, -2
6,-10:-4, -6, -8, -10, -10, -8, -6, 0
6,-10:-4, -6, -8, -10, -2, -8, -6, -6
6,-10:-4, -6, -8, -10, -2, -8, -6, -2
6,-10:-4, -6, -8, -10, -2, -8, -6, 4
3,-7:-4, -6, -8, -10, -2, -8, -2, -4
3,-7:-4, -6, -8, -10, -2, -8, -2, -2
6,3:-4, -6, -8, -10, -2, -8, 0, -20
6,3:-4, -6, -8, -10, -2, -8, 0, -10
6,-10:-4, -6, -8, -10, -2, -8, 0, 0
6,-10:-4, -6, -8, -10, -2, -8, 0, 4
5,10:-4, -6, -8, -10, -2, -8, 2, -20
5,10:-4, -6, -8, -10, -2, -8, 2, -10
6,-10:-4, -6, -8, -10, -2, -8, 2, 8
6,-10:-4, -6, -8, -10, -2, -8, 2, 12
6,-10:-4, -6, -8, -10, -2, 4, 0, -6
6,-10:-4, -6, -8, -10, -2, 4, 0, -4
6,-10:-4, -6, -8, -10, -2, 4, 0, -2
11,1:-4, -6, -8, -4, -14, -22, -18, -20
6,-10:-4, -6, -8, -4, -14, -22, -18, -14
6,-10:-4, -6, -8, -4, -14, -22, -18, -4
6,-10:-4, -6, -8, -4, -14, -10, -16, -12
6,-10:-4, -6, -8, -4, -14, -10, -16, -2
6,-10:-4, -6, -8, -4, -14, -10, -12, -14
6,-10:-4, -6, -8, -2, -12, -6, -4, -12
6,-10:-4, -6, -8, -2, -10, -8, -16, -16
6,-10:-4, -6, -8, -2, -10, -8, -16, -14
6,-10:-4, -6, -8, -2, -10, -8, -16, -12
6,-10:-4, -6, -8, -2, -10, -8, -12, -10
6,-10:-4, -6, -8, -2, -10, -8, -10, -14
6,-10:-4, -6, -8, -2, -10, -8, -10, -10
6,-10:-4, -6, -8, -2, -10, -6, -4, -2
6,-10:-4, -6, -8, -2, -10, -6, -4, 0
6,-10:-4, -6, -8, -2, -10, -6, -4, 2
4,-14:-4, -6, -6, -16, -4, -12, -14, -8
16,-5:-4, -6, -6, -16, -2, -20, -18, 8
16,-5:-4, -6, -6, -16, -2, -20, 8, -18
2,-5:-4, -6, -6, -16, 2, 2, -8, 10
-3,-1:-4, -6, -6, -14, -14, 2, 2, -6
3,-5:-4, -6, -6, -14, 0, -2, 6, -4
3,-5:-4, -6, -6, -14, 0, -2, 6, 0
3,-5:-4, -6, -6, -14, 0, -2, 6, 6
7,2:-4, -6, -6, -14, 2, -4, -4, -4
5,4:-4, -6, -6, -14, 2, 4, 0, -6
4,4:-4, -6, -6, -14, 2, 4, 6, 0
2,-1:-4, -6, -6, -14, 2, 4, 6, 4
4,2:-4, -6, -6, -14, 4, -4, -14, -10
4,-7:-4, -6, -6, -14, 4, -4, -12, 6
4,-7:-4, -6, -6, -14, 4, -4, -2, 6
-13,-7:-4, -6, -6, -14, 6, 10, 8, 16
-13,-7:-4, -6, -6, -14, 6, 10, 8, 20
-13,-7:-4, -6, -6, -14, 6, 10, 16, 8
-3,-12:-4, -6, -6, -4, -10, -2, -4, 4
-3,-3:-4, -6, -6, -4, -4, -12, -8, 4
-3,-3:-4, -6, -6, -4, -4, -12, -8, 6
-3,-3:-4, -6, -6, -4, -4, -12, -8, 8
-3,-3:-4, -6, -6, -4, -4, -12, 4, -8
-3,-12:-4, -6, -6, -4, -4, -10, 4, 8
-3,-12:-4, -6, -6, -4, -4, 4, 0, 8
7,9:-4, -6, -6, -4, 2, 0, -2, 4
-9,-6:-4, -6, -6, -4, 8, 4, 8, -10
3,-4:-4, -6, -6, -4, 10, 6, -4, 4
-5,10:-4, -6, -6, -4, 10, 16, 14, -2
-1,-2:-4, -6, -6, 0, -8, -18, -4, -12
14,-2:-4, -6, -6, 0, -8, -18, -2, -6
14,-2:-4, -6, -6, 0, -8, -18, -2, -2
-1,-2:-4, -6, -6, 0, -8, -16, -12, -24
-1,-2:-4, -6, -6, 0, -8, -16, -12, -22
-1,-2:-4, -6, -6, 0, -8, -16, -12, -20
-1,-2:-4, -6, -6, 0, -8, -16, -4, -18
-1,-2:-4, -6, -6, 0, -8, -14, -4, -14
-1,-2:-4, -6, -6, 0, -8, -14, -4, -12
-1,-2:-4, -6, -6, 0, -8, -14, -4, -10
8,-10:-4, -6, -6, 0, -8, -14, 6, -8
-1,-2:-4, -6, -6, 0, -8, -12, -6, -10
-1,-2:-4, -6, -6, 0, -8, -12, -6, -8
4,-6:-4, -6, -6, 0, -8, -8, -4, -8
-1,-2:-4, -6, -6, 0, -8, -4, -8, -18
-1,-2:-4, -6, -6, 0, -8, -4, -8, -12
-1,-2:-4, -6, -6, 0, -8, -4, -8, -10
0,-1:-4, -6, -6, 0, -6, -6, 0, 2
-1,6:-4, -6, -6, 0, -6, -6, 0, 4
3,2:-4, -6, -6, 0, -6, 2, -4, 4
3,2:-4, -6, -6, 0, -6, 2, -4, 6
3,2:-4, -6, -6, 0, -6, 2, -4, 8
5,-1:-4, -6, -6, 0, -4, -6, -12, 4
5,-1:-4, -6, -6, 0, -4, -6, -12, 6
-1,-15:-4, -6, -6, 0, -2, -2, -14, 6
-1,-15:-4, -6, -6, 0, -2, -2, 6, -14
-1,-15:-4, -6, -6, 0, -2, -2, 6, -12
2,-1:-4, -6, -6, 0, 0, 0, 8, -4
-2,2:-4, -6, -6, 0, 2, 8, 0, -14
-4,-4:-4, -6, -6, 2, -10, -20, -10, -20
-1,1:-4, -6, -6, 2, -10, -20, 2, -20
-4,-4:-4, -6, -6, 2, -10, -16, -10, -24
-4,-4:-4, -6, -6, 2, -10, -16, -10, -22
-4,-4:-4, -6, -6, 2, -10, -16, -10, -20
-1,1:-4, -6, -6, 2, -10, -16, 2, -24
-1,1:-4, -6, -6, 2, -10, -16, 2, -22
-1,1:-4, -6, -6, 2, -10, -16, 2, -20
9,-1:-4, -6, -6, 2, -10, -12, -18, -10
9,-12:-4, -6, -6, 2, -10, -4, -8, -8
9,-12:-4, -6, -6, 2, -10, -4, -8, -6
9,-12:-4, -6, -6, 2, -10, -4, -8, -4
9,-12:-4, -6, -6, 2, -10, -4, -4, -6
9,-12:-4, -6, -6, 2, -10, -4, -4, -4
9,-12:-4, -6, -6, 2, -10, -4, -4, 2
9,-12:-4, -6, -6, 2, -10, -4, 2, 0
9,-12:-4, -6, -6, 2, -10, -4, 2, 8
-6,15:-4, -6, -6, 2, -10, 4, 10, 14
-6,15:-4, -6, -6, 2, -10, 4, 10, 16
-6,15:-4, -6, -6, 2, -10, 4, 14, 14
9,-12:-4, -6, -6, 2, -10, 6, -2, -8
9,-12:-4, -6, -6, 2, -10, 6, -2, -6
9,-12:-4, -6, -6, 2, -10, 6, -2, -4
1,-5:-4, -6, -6, 2, -4, 8, 8, 0
-5,6:-4, -6, -6, 2, -4, 8, 10, 0
-5,6:-4, -6, -6, 2, -4, 8, 10, 2
-5,6:-4, -6, -6, 2, -4, 8, 10, 4
-5,7:-4, -6, -6, 2, -4, 8, 10, 6
4,5:-4, -6, -6, 2, 4, -2, -14, -2
11,6:-4, -6, -6, 2, 4, 2, -2, 4
9,-12:-4, -6, -6, 2, 8, -10, -8, 4
9,-12:-4, -6, -6, 2, 8, -10, -4, 0
9,-12:-4, -6, -6, 2, 8, -10, -4, 2
9,-12:-4, -6, -6, 2, 8, -10, 0, -4
9,-12:-4, -6, -6, 2, 8, -10, 2, 2
9,-12:-4, -6, -6, 2, 8, -10, 2, 4
9,-12:-4, -6, -6, 2, 8, -10, 4, -2
9,-12:-4, -6, -6, 2, 8, -10, 6, 0
8,2:-4, -6, -6, 4, -10, -8, -10, -4
20,-4:-4, -6, -6, 4, -6, -14, -34, -16
20,-4:-4, -6, -6, 4, -6, -14, -34, -12
20,-4:-4, -6, -6, 4, -6, -14, -16, -34
3,4:-4, -6, -6, 4, -6, -6, 0, -6
3,4:-4, -6, -6, 4, -6, -6, 0, -4
7,-11:-4, -6, -4, -10, -10, -12, -14, -8
7,-3:-4, -6, -4, -8, -14, -12, -12, -4
11,-6:-4, -6, -4, -8, -14, -10, -20, -10
3,-16:-4, -6, -4, -8, -12, -8, -12, -16
3,-16:-4, -6, -4, -8, -12, -8, -12, -14
3,-16:-4, -6, -4, -8, -12, -8, -12, -12
5,-9:-4, -6, -4, -6, -8, -2, -4, -16
5,-9:-4, -6, -4, -6, -8, -2, -4, -6
2,6:-4, -6, -4, -6, 2, 2, -8, -4
2,-3:-4, -6, -4, -6, 2, 2, -6, 12
2,-3:-4, -6, -4, -6, 2, 2, 4, 12
4,6:-4, -6, -4, 0, 0, 0, -10, -6
4,-3:-4, -6, -4, 0, 0, 0, -8, 10
4,-3:-4, -6, -4, 0, 0, 0, 2, 10
1,1:-4, -6, 0, -8, -12, -20, 0, -6
9,-4:-4, -6, 0, -8, -12, -14, -24, -26
8,-14:-4, -6, 0, -8, -12, -14, -24, -10
8,-14:-4, -6, 0, -8, -12, -14, -24, -6
8,-14:-4, -6, 0, -8, -12, -14, -10, -24
8,-14:-4, -6, 0, -8, -12, -14, -10, -14
8,-14:-4, -6, 0, -8, -12, -14, -8, -20
1,1:-4, -6, 0, -8, -12, 0, -6, -20
1,1:-4, -6, 0, -8, -12, 0, -6, -10
6,-10:-4, -6, 0, -8, -12, 0, -6, -4
6,-10:-4, -6, 0, -8, -12, 0, -6, 6
6,-10:-4, -6, 0, -8, -12, 0, -2, -4
6,-10:-4, -6, 0, -8, -12, 0, -2, -2
6,-10:-4, -6, 0, -8, -12, 0, -2, 0
8,6:-4, -6, 0, -8, -10, -20, 0, -10
8,6:-4, -6, 0, -8, -10, 0, -10, -10
8,6:-4, -6, 0, -8, -10, 0, -10, -8
4,0:-4, -6, 0, -8, -6, -18, -16, -2
4,0:-4, -6, 0, -8, -6, -18, -2, -16
4,0:-4, -6, 0, -8, -6, -18, -2, -12
3,2:-4, -6, 0, -8, -6, -18, -2, 0
-3,2:-4, -6, 0, -8, -4, 0, 4, 0
6,-10:-4, -6, 0, -8, -2, -16, -18, -4
6,-10:-4, -6, 0, -8, -2, -16, -4, -20
6,-10:-4, -6, 0, -8, -2, -16, -4, -18
6,-10:-4, -6, 0, -8, -2, -16, -4, -16
6,-10:-4, -6, 0, -8, -2, -14, -6, -16
6,-10:-4, -6, 0, -8, -2, -14, -6, -14
8,2:-4, -6, 0, -8, -2, -8, -18, -12
-3,-5:-4, -6, 0, -2, -30, -4, -14, -6
-3,-5:-4, -6, 0, -2, -30, -4, -14, 4
-6,-13:-4, -6, 0, -2, -30, -4, -14, 6
-3,-5:-4, -6, 0, -2, -30, -4, -12, -2
-3,-5:-4, -6, 0, -2, -30, -4, 4, -14
-3,-5:-4, -6, 0, -2, -30, -4, 4, -10
17,-1:-4, -6, 0, -2, -14, -20, -30, -22
17,-1:-4, -6, 0, -2, -14, -20, -30, -12
14,-9:-4, -6, 0, -2, -14, -20, -30, -10
17,-1:-4, -6, 0, -2, -14, -20, -28, -18
17,-1:-4, -6, 0, -2, -14, -20, -12, -30
17,-1:-4, -6, 0, -2, -14, -20, -12, -26
-4,2:-4, -6, 6, -8, -20, -12, 6, -4
6,-10:-4, -6, 6, -8, -18, -2, -6, -2
6,-10:-4, -6, 6, -8, -18, -2, -6, 2
6,-10:-4, -6, 6, -8, -18, -2, -6, 6
6,-10:-4, -6, 6, -8, -18, 0, 2, 0
6,-10:-4, -6, 6, -8, -18, 0, 2, 2
6,-10:-4, -6, 6, -8, -18, 0, 2, 4
6,-10:-4, -6, 6, -8, -18, 0, 4, -6
6,-10:-4, -6, 6, -8, -18, 0, 4, -4
6,-10:-4, -6, 6, -8, -18, 0, 4, -2
6,-10:-4, -6, 6, -8, -18, 10, 2, 4
6,-10:-4, -6, 6, -8, -18, 10, 12, 0
6,-10:-4, -6, 6, -8, -18, 10, 12, 18
6,-10:-4, -6, 6, -8, -10, 6, 10, 2
6,-10:-4, -6, 6, -8, -2, -10, -6, 2
6,-10:-4, -6, 6, -8, -2, -10, -6, 10
6,-10:-4, -6, 6, -8, -2, -10, 10, -6
6,-10:-4, -6, 6, -8, 0, -12, 4, -2
6,-10:-4, -6, 6, -8, 0, -12, 10, 4
6,-10:-4, -6, 6, -8, 0, 2, -10, -22
6,-10:-4, -6, 6, -8, 0, 2, -10, -14
-10,-4:-4, -6, 6, -2, -14, 12, 10, 16
6,2:-4, -6, 6, -2, -10, -4, -10, 14
6,2:-4, -6, 6, -2, -10, -4, -10, 16
6,2:-4, -6, 6, -2, -10, -4, -10, 18
6,2:-4, -6, 6, -2, -10, -4, 14, -10
-10,-4:-4, -6, 6, -2, 12, 10, 16, -14
-10,-4:-4, -6, 6, -2, 12, 10, 16, -6
13,1:-4, -6, 6, -2, 14, -12, -12, -18
-1,5:-4, -6, 6, 0, -8, -12, -20, -10
-1,5:-4, -6, 6, 0, -8, -12, -20, -6
-1,5:-4, -6, 6, 0, -8, -12, -10, -10
-1,5:-4, -6, 6, 0, -8, -12, -10, -8
-1,5:-4, -6, 6, 0, -8, -12, -6, -20
-1,5:-4, -6, 6, 0, -8, -12, -6, -10
6,-10:-4, -6, 6, 0, -8, -12, -6, 2
6,-10:-4, -6, 6, 0, -8, -12, -6, 12
6,-10:-4, -6, 6, 0, -8, -12, -2, -2
6,-10:-4, -6, 6, 0, -8, -12, -2, 0
6,-10:-4, -6, 6, 0, -8, -12, -2, 2
6,-10:-4, -6, 6, 0, -8, -12, 0, -6
6,-10:-4, -6, 6, 0, -8, -10, 14, -2
-1,5:-4, -6, 6, 0, -8, -4, -4, -18
-1,5:-4, -6, 6, 0, -8, -4, -4, -8
11,0:-4, -6, 6, 0, -8, -4, 10, 2
11,0:-4, -6, 6, 0, -8, -4, 10, 4
6,-2:-4, -6, 6, 0, -8, 6, 8, -14
5,-4:-4, -6, 6, 0, -8, 10, -2, -16
6,-10:-4, -6, 6, 0, -8, 14, -10, 4
-1,5:-4, -6, 6, 0, -2, -30, -16, -22
-1,5:-4, -6, 6, 0, -2, -30, -16, -20
-1,5:-4, -6, 6, 0, -2, -30, -10, -14
-1,5:-4, -6, 6, 0, -2, -30, -10, -12
-1,5:-4, -6, 6, 0, -2, -30, -10, -10
-1,5:-4, -6, 6, 0, -2, -26, -14, -30
-1,5:-4, -6, 6, 0, -2, -26, -14, -28
-1,5:-4, -6, 6, 0, -2, -26, -14, -26
4,-6:-4, -6, 6, 0, 8, -4, 2, 24
4,-6:-4, -6, 6, 0, 8, -4, 2, 26
4,-6:-4, -6, 6, 0, 8, -4, 2, 28
4,-6:-4, -6, 6, 0, 8, -4, 24, 2
4,-6:-4, -6, 6, 0, 8, -4, 24, 4
4,-6:-4, -6, 6, 0, 8, -4, 24, 6
4,-6:-4, -6, 6, 0, 8, 4, 6, 6
4,-6:-4, -6, 6, 0, 8, 4, 6, 8
1,1:-4, -6, 6, 0, 8, 4, 10, -14
4,-6:-4, -6, 6, 0, 8, 4, 10, 6
4,-6:-4, -6, 6, 0, 8, 12, 12, -2
4,-6:-4, -6, 6, 0, 8, 12, 12, 8
4,-6:-4, -6, 6, 0, 8, 14, -4, 6
4,-6:-4, -6, 6, 0, 8, 14, -4, 10
4,-6:-4, -6, 6, 0, 14, -14, 6, 4
4,-6:-4, -6, 6, 0, 14, -14, 6, 6
4,-6:-4, -6, 6, 0, 14, -10, 2, -14
4,-6:-4, -6, 6, 0, 14, -10, 2, -12
4,-6:-4, -6, 6, 0, 14, -10, 2, -10
4,-6:-4, -6, 6, 0, 14, 2, -16, -22
4,-6:-4, -6, 6, 0, 14, 2, -16, -20
10,-7:-4, -6, 6, 4, -8, -16, -14, 2
27,-6:-4, -6, 6, 4, -8, -12, -14, -18
6,-10:-4, -6, 6, 4, -8, -12, -6, 2
6,-10:-4, -6, 6, 4, -8, -12, -6, 4
6,-10:-4, -6, 6, 4, -8, -12, -6, 6
3,-7:-4, -6, 6, 4, 10, 0, 0, -6
4,-6:-4, -6, 6, 4, 10, 0, 10, 4
4,-6:-4, -6, 6, 4, 10, 0, 10, 6
4,-6:-4, -6, 6, 4, 10, 0, 10, 8
9,-4:-4, -6, 6, 4, 10, 2, 0, -6
9,-4:-4, -6, 6, 4, 10, 2, 0, -4
9,-4:-4, -6, 6, 4, 10, 2, 0, -2
4,-6:-4, -6, 6, 4, 10, 10, 12, 4
4,-6:-4, -6, 6, 6, 2, 12, 2, 4
4,-6:-4, -6, 6, 6, 2, 12, 2, 6
4,-6:-4, -6, 6, 6, 2, 12, 2, 8
-3,10:-4, -6, 6, 6, 12, 2, -8, -16
4,-6:-4, -6, 6, 6, 12, 2, 0, 8
4,-6:-4, -6, 6, 6, 12, 2, 12, 14
4,-6:-4, -6, 6, 6, 12, 2, 12, 16
4,-6:-4, -6, 6, 6, 12, 2, 16, -2
4,-6:-4, -6, 6, 6, 12, 2, 16, 2
4,-6:-4, -6, 6, 6, 12, 2, 18, 4
4,-6:-4, -6, 6, 6, 12, 6, 14, 14
4,-6:-4, -6, 6, 6, 12, 6, 18, 10
4,-6:-4, -6, 6, 6, 12, 6, 18, 12
4,-6:-4, -6, 6, 6, 12, 6, 18, 14
2,-5:-4, -6, 6, 10, -10, -2, 0, -4
2,-5:-4, -6, 6, 10, -10, -2, 0, -2
2,-5:-4, -6, 6, 10, -10, -2, 0, 0
10,-3:-4, -6, 6, 10, -6, -4, -4, 2
10,-3:-4, -6, 6, 10, -6, -4, 6, 0
10,-3:-4, -6, 6, 10, -6, -4, 6, 2
10,-3:-4, -6, 6, 10, -6, -4, 6, 4
10,-3:-4, -6, 6, 10, -6, -2, 2, 4
10,-3:-4, -6, 6, 10, -6, -2, 2, 6
10,-3:-4, -6, 6, 10, -6, -2, 2, 8
10,-3:-4, -6, 6, 10, -6, 0, -2, -4
7,-3:-4, -6, 6, 10, -6, 6, 4, 6
7,-3:-4, -6, 6, 10, -6, 6, 4, 8
7,-3:-4, -6, 6, 10, -6, 6, 4, 10
0,7:-4, -6, 6, 10, 12, 14, 4, 22
9,15:-4, -4, -14, -4, 10, 4, -4, 8
9,15:-4, -4, -14, -4, 10, 4, 8, -4
9,15:-4, -4, -14, -4, 10, 4, 8, 0
12,7:-4, -4, -14, -2, 4, -6, 6, 10
10,15:-4, -4, -14, 2, 8, 10, 6, -4
10,15:-4, -4, -14, 2, 8, 10, 6, 0
-2,3:-4, -4, -14, 2, 12, -4, 14, 0
9,13:-4, -4, -14, 2, 12, -2, -4, 10
9,13:-4, -4, -14, 2, 12, -2, 10, -4
11,21:-4, -4, -14, 4, -4, 8, -2, 2
11,12:-4, -4, -14, 4, -4, 8, 0, 18
11,12:-4, -4, -14, 4, -4, 8, 10, 18
8,6:-4, -4, -14, 6, -4, 6, 2, 8
5,13:-4, -4, -14, 8, 0, -4, 0, -4
5,13:-4, -4, -14, 8, 0, -4, 0, 0
8,7:-4, -4, -8, -20, -16, -4, -4, 2
8,7:-4, -4, -8, -20, -16, -4, -4, 4
8,7:-4, -4, -8, -20, -16, -4, -4, 6
8,7:-4, -4, -8, -20, -4, -4, 2, -16
8,7:-4, -4, -8, -20, -4, -4, 2, -14
7,0:-4, -4, -8, -18, -20, -2, 8, 8
7,0:-4, -4, -8, -18, -20, 2, 8, 8
7,0:-4, -4, -8, -18, -20, 4, -2, 0
7,0:-4, -4, -8, -18, -20, 4, -2, 2
7,0:-4, -4, -8, -18, -20, 4, -2, 4
6,10:-4, -4, -8, -18, -20, 6, -6, -6
6,10:-4, -4, -8, -18, -20, 6, -2, -10
6,10:-4, -4, -8, -18, -20, 6, -2, -8
6,10:-4, -4, -8, -18, -20, 6, -2, -6
7,0:-4, -4, -8, -18, -20, 8, 12, 0
7,0:-4, -4, -8, -18, -20, 10, 6, 2
7,0:-4, -4, -8, -18, -20, 10, 6, 4
7,0:-4, -4, -8, -18, -20, 10, 6, 6
10,14:-4, -4, -8, -18, -10, -8, 12, -8
6,-10:-4, -4, -8, -18, -10, -4, -2, -4
6,-10:-4, -4, -8, -18, -10, 8, 4, -6
8,-14:-4, -4, -8, -18, -4, -14, -24, -12
8,-14:-4, -4, -8, -18, -4, -14, -18, -10
8,-14:-4, -4, -8, -18, -4, -14, -16, -10
8,-14:-4, -4, -8, -18, -4, -14, -16, -8
8,-14:-4, -4, -8, -18, -4, -14, -16, -6
8,-14:-4, -4, -8, -18, -4, -14, -6, -16
6,-10:-4, -4, -8, -18, -2, 8, 12, 4
6,-10:-4, -4, -8, -18, 8, -6, -20, 4
6,-10:-4, -4, -8, -18, 8, -6, -18, -4
6,-10:-4, -4, -8, -18, 8, -6, 4, -20
6,-10:-4, -4, -8, -18, 8, -6, 4, -12
4,7:-4, -4, -8, -12, -16, -10, 4, 6
4,7:-4, -4, -8, -12, -16, 4, 6, -10
4,7:-4, -4, -8, -12, -16, 4, 6, -4
9,16:-4, -4, -8, -12, -14, -6, 0, 8
6,12:-4, -4, -8, -12, -14, -6, 4, -4
6,12:-4, -4, -8, -12, -14, -6, 4, -2
11,-4:-4, -4, -8, -12, -12, -4, -12, 6
8,0:-4, -4, -8, -12, -10, -16, -14, 6
8,0:-4, -4, -8, -12, -10, -16, -14, 8
8,0:-4, -4, -8, -12, -10, -16, -14, 10
8,0:-4, -4, -8, -12, -10, -16, 6, -14
17,3:-4, -4, -8, -12, -10, -8, -24, 2
17,3:-4, -4, -8, -12, -10, -8, 2, -24
9,16:-4, -4, -8, -12, -6, 0, 8, -14
36,15:-4, -4, -8, -12, -6, 2, -6, 4
36,15:-4, -4, -8, -12, -6, 2, -6, 6
36,15:-4, -4, -8, -12, -6, 2, -6, 8
