-3,-3:-4, -6, -4, -10, 0
5,-6:-4, -6, 6, -2, 14
5,-6:-4, -6, 6, -2, 16
5,-6:-4, -6, 6, -2, 18
-3,-2:-4, -6, -6, 2, 8, 8
5,-6:-4, -6, 6, -2, 22, 16
5,-6:-4, -6, 6, -2, 22, 18
5,-6:-4, -6, 6, -2, 22, 20
2,-3:-4, 0, -12, 8, 8, 16
-3,0:-4, 0, -8, 6, 10, 0
0,-8:-4, 0, 4, 6, -18, -8
2,-3:-4, 0, 8, 8, 16, -12
2,-3:-4, 0, 8, 8, 16, -10
2,-3:-4, 0, 8, 8, 16, -8
5,-1:-4, 4, -8, -16, 2, -6
-4,6:6, 6, 8, -4, 4, -16
-4,6:6, 6, 8, -4, 4, -14
-4,6:6, 6, 8, -4, 4, -12
-1,-2:6, 6, 8, 6, 12, 2
10,5:-4, -12, -14, -4, -4, -6, 6
5,-6:-4, -12, 4, 6, 4, -2, 0
5,-6:-4, -12, 4, 6, 4, -2, 2
5,-14:-4, -6, -14, 6, -2, -16, -4
5,-14:-4, -6, -14, 6, -2, -16, 0
5,-14:-4, -6, -14, 6, -2, -4, -16
5,-14:-4, -6, -14, 6, -2, -4, -6
4,2:-4, -6, -8, -10, -20, -2, -8
4,2:-4, -6, -8, -10, -20, -2, -6
4,2:-4, -6, -8, -10, -20, -2, -4
4,2:-4, -6, -8, -10, -2, -8, -20
4,2:-4, -6, -8, -10, -2, -8, -10
-2,-2:-4, -6, -6, 0, -6, -6, 0
0,-3:-4, -6, 6, -8, -20, -6, 0
0,-3:-4, -6, 6, -8, -8, 0, -18
0,-3:-4, -6, 6, -8, -8, 0, -12
5,-6:-4, -6, 6, -2, 12, 10, 18
5,-6:-4, -6, 6, -2, 22, 12, 14
5,-6:-4, -6, 6, -2, 22, 12, 16
5,-6:-4, -6, 6, -2, 22, 12, 18
6,13:-4, 0, -16, 0, 10, 8, 0
2,-3:-4, 0, -12, 8, 8, 12, 14
2,-3:-4, 0, -12, 8, 8, 12, 16
2,-3:-4, 0, -12, 8, 8, 12, 18
2,-3:-4, 0, -12, 8, 8, 14, 18
4,12:-4, 0, 6, 2, -2, -10, -2
4,12:-4, 0, 6, 2, -2, -2, -10
4,12:-4, 0, 6, 2, -2, -2, -6
16,13:-4, 0, 8, -6, -12, -14, 6
2,-3:-4, 0, 8, 8, 16, -16, -14
2,-3:-4, 0, 8, 8, 16, -16, -12
2,-3:-4, 0, 8, 8, 16, -16, -10
2,14:-4, 2, 6, 0, 4, -10, 2
2,14:-4, 2, 6, 0, 4, -2, -2
2,14:-4, 2, 6, 0, 4, 0, -2
2,14:-4, 2, 6, 0, 4, 6, -4
4,-2:-4, 2, 6, 0, 14, -4, -6
-14,-4:-4, 2, 6, 10, 0, 14, 10
36,-8:-4, 4, -10, 2, -16, -26, -8
36,-8:-4, 4, -10, 2, -16, -26, -6
36,-8:-4, 4, -10, 2, -16, -26, -4
5,-6:-4, 4, -8, 6, -2, 14, -10
5,-6:-4, 4, -8, 6, -2, 14, -8
19,-12:-4, 4, -4, -10, -18, -28, -20
9,0:-4, 4, -2, -14, 6, 2, 6
0,0:6, -4, -4, -6, -4, -10, 0
8,-3:6, -4, -4, -6, 6, -2, 14
8,-3:6, -4, -4, -6, 6, -2, 16
8,-3:6, -4, -4, -6, 6, -2, 18
1,6:6, 6, -2, 10, 0, 18, 8
-1,3:6, 6, 2, -6, -6, -14, 10
-1,3:6, 6, 2, -6, -6, -14, 12
-1,3:6, 6, 2, -6, -6, -14, 14
-1,3:6, 6, 2, -6, -6, 10, -14
2,-2:6, 6, 2, -4, -8, 10, 2
-6,1:6, 6, 2, -2, -4, 20, 10
-4,6:6, 6, 8, -4, 4, -20, -18
-4,6:6, 6, 8, -4, 4, -20, -16
-4,6:6, 6, 8, -4, 4, -20, -14
0,-2:6, 6, 8, 8, 0, -6, -6
-2,13:-4, 0, -8, -4, 2, 6, 6, -8, 0, -12
-11,11:-4, 0, -8, -4, 2, 8, 14, -4, -10, 22
-11,11:-4, 0, -8, -4, 2, 8, 14, -4, 22, -10
1,-2:-4, 0, -8, -4, 2, 10, -12, -10, 0, -12
1,-2:-4, 0, -8, -4, 2, 10, -12, -10, 0, -10
-8,16:-4, 0, -8, -4, 8, 0, 6, -4, 20, 24
4,3:-4, 0, -8, -4, 10, -2, -4, 12, 2, -12
4,3:-4, 0, -8, -4, 10, -2, -4, 12, 2, -10
4,3:-4, 0, -8, -4, 10, -2, -4, 12, 2, -8
6,-4:-4, 0, -8, -4, 10, 0, -8, -2, -20, -16
6,-4:-4, 0, -8, -4, 10, 0, -8, -2, -20, -14
6,-4:-4, 0, -8, -4, 10, 0, -8, -2, -20, -12
6,-4:-4, 0, -8, -4, 10, 0, -8, -2, -16, -16
23,-13:-4, 0, -8, -4, 10, 2, -8, -42, -40, -22
23,-13:-4, 0, -8, -4, 10, 2, -8, -42, -40, -18
23,-13:-4, 0, -8, -4, 10, 2, -8, -42, -22, -40
23,-13:-4, 0, -8, -4, 10, 2, -8, -42, -22, -38
3,7:-4, 0, -8, -4, 10, 4, 2, -14, -8, 4
-1,2:-4, 0, -8, -2, -14, -20, -4, -8, -6, -14
19,-1:-4, 0, -8, -2, -14, -12, -10, -14, -4, -10
14,-7:-4, 0, -8, -2, -14, -10, 4, -4, -18, -6
14,-7:-4, 0, -8, -2, -14, -10, 4, -4, -18, -2
14,-7:-4, 0, -8, -2, -14, -10, 4, -4, -6, -18
14,-7:-4, 0, -8, -2, -14, -10, 4, -4, -6, -8
-9,-1:-4, 0, -8, -2, -12, -4, 4, 6, 10, 4
-9,-1:-4, 0, -8, -2, -12, -4, 4, 6, 10, 6
-9,-1:-4, 0, -8, -2, -12, -4, 4, 6, 10, 8
8,1:-4, 0, -8, -2, -12, 0, -6, 6, -4, 2
8,1:-4, 0, -8, -2, -12, 0, -6, 6, -4, 4
4,5:-4, 0, -8, -2, -12, 0, 6, -6, -6, -6
4,5:-4, 0, -8, -2, -12, 0, 6, -6, -2, -10
4,5:-4, 0, -8, -2, -12, 0, 6, -6, -2, -8
4,5:-4, 0, -8, -2, -12, 0, 6, -6, -2, -6
4,5:-4, 0, -8, -2, -12, 0, 6, -2, -2, -6
16,13:-4, 0, -8, -2, -12, 10, -6, 4, 10, 2
7,-1:-4, 0, -8, -2, -8, -14, -8, 12, 16, 14
8,3:-4, 0, -8, -2, -8, -14, -6, -4, 4, 8
10,9:-4, 0, -8, -2, -8, -14, 8, 12, 10, -6
8,3:-4, 0, -8, -2, -8, -6, -4, 4, 8, -16
11,2:-4, 0, -8, -2, -8, -6, 0, -8, 2, 8
11,2:-4, 0, -8, -2, -8, -6, 0, -4, 8, 6
11,2:-4, 0, -8, -2, -8, -6, 0, 2, 8, -8
2,2:-4, 0, -8, -2, -8, -6, 4, 12, 2, 10
10,13:-4, 0, -8, -2, -8, 12, 18, 10, 0, -2
3,5:-4, 0, -8, -2, -4, 8, -8, -16, 0, 10
3,5:-4, 0, -8, -2, -4, 8, -8, -16, 10, 0
3,5:-4, 0, -8, -2, -4, 8, -8, 0, 10, -16
3,5:-4, 0, -8, -2, -4, 8, -8, 0, 10, -14
3,5:-4, 0, -8, -2, -4, 8, -8, 0, 10, -12
-11,-6:-4, 0, -8, -2, 0, -8, -14, 10, 18, 8
3,2:-4, 0, -8, -2, 8, 10, 4, -2, -6, 4
3,2:-4, 0, -8, -2, 8, 10, 4, -2, -6, 6
3,2:-4, 0, -8, -2, 8, 10, 4, -2, -6, 8
3,-1:-4, 0, -8, -2, 8, 10, 12, 16, 2, 6
1,3:-4, 0, -8, -2, 8, 12, -16, -14, -2, -20
1,3:-4, 0, -8, -2, 8, 12, -16, -14, -2, -18
1,3:-4, 0, -8, -2, 8, 12, -16, -14, -2, -16
3,-4:-4, 0, -8, 4, -2, 2, 0, 10, 2, 18
3,-4:-4, 0, -8, 4, -2, 2, 0, 10, 2, 20
3,-4:-4, 0, -8, 4, -2, 2, 0, 10, 2, 22
8,13:-4, 0, -8, 4, -2, 2, 12, 14, 6, -6
5,-16:-4, 0, -8, 4, 14, -14, -18, -8, -8, -6
5,-16:-4, 0, -8, 4, 14, -14, -18, -8, -8, -4
5,-16:-4, 0, -8, 4, 14, -14, -18, -8, -8, -2
5,-16:-4, 0, -8, 4, 14, -14, -18, -2, -10, -8
5,-16:-4, 0, -8, 4, 14, -14, -18, -2, -10, -6
5,-16:-4, 0, -8, 4, 14, -14, -18, -2, -10, -4
5,-16:-4, 0, -8, 4, 14, -14, -18, 0, 4, 6
5,-16:-4, 0, -8, 4, 14, -14, -18, 0, 4, 8
5,-16:-4, 0, -8, 4, 14, -14, -18, 0, 6, 0
3,-8:-4, 0, -8, 4, 14, -14, -18, 2, -8, -24
3,-8:-4, 0, -8, 4, 14, -14, -18, 2, -8, -16
5,-16:-4, 0, -8, 4, 14, -14, -18, 2, -8, -14
5,-16:-4, 0, -8, 4, 14, -14, -18, 2, -8, -6
5,-16:-4, 0, -8, 4, 14, -14, -18, 2, -2, -8
5,-16:-4, 0, -8, 4, 14, -14, -18, 2, -2, -2
5,-16:-4, 0, -8, 4, 14, -14, -18, 2, -2, 0
5,-16:-4, 0, -8, 4, 14, -14, -18, 2, 2, -2
5,-16:-4, 0, -8, 4, 14, -14, -18, 2, 2, 0
5,-16:-4, 0, -8, 4, 14, -14, -18, 2, 2, 2
5,-16:-4, 0, -8, 4, 14, -14, -2, -18, -2, -6
5,-16:-4, 0, -8, 4, 14, -14, -2, -18, -2, -4
6,-2:-4, 0, -8, 4, 14, -14, 2, -2, -8, 2
-3,-2:-4, 0, -8, 4, 14, 4, 2, -10, -6, 6
1,-15:-4, 0, -8, 6, -14, -22, -18, -16, 10, -6
-24,-5:-4, 0, -8, 6, -14, -22, -12, 0, 2, -18
-24,-5:-4, 0, -8, 6, -14, -22, -12, 0, 2, -14
1,-30:-4, 0, -8, 6, -14, -20, -24, -18, -28, 2
1,-30:-4, 0, -8, 6, -14, -20, -24, -18, -28, 4
1,-30:-4, 0, -8, 6, -14, -20, -24, -18, -28, 6
1,-30:-4, 0, -8, 6, -14, -20, -24, -18, 2, -28
2,-4:-4, 0, -8, 6, -14, -20, -4, -12, 2, -20
-4,-5:-4, 0, -8, 6, -14, -18, 0, -10, 12, 2
-15,-11:-4, 0, -8, 6, -14, -18, 0, 6, -6, 4
-4,-5:-4, 0, -8, 6, -14, 0, -10, 12, 2, -18
3,-22:-4, 0, -8, 6, -14, 0, 6, -6, -6, -12
-15,-11:-4, 0, -8, 6, -14, 0, 6, -6, 4, -18
-6,5:-4, 0, -8, 6, -12, -8, -14, -8, -16, -14
-6,5:-4, 0, -8, 6, -12, -8, -14, -8, -16, -12
-6,5:-4, 0, -8, 6, -12, -8, -14, -8, -16, -10
1,-2:-4, 0, -8, 6, -8, -4, -4, 10, 0, -10
1,-2:-4, 0, -8, 6, -8, -4, -4, 10, 0, -8
-1,9:-4, 0, -8, 6, -8, 6, -8, 4, 4, 16
-1,9:-4, 0, -8, 6, -8, 6, -8, 4, 16, 4
3,-14:-4, 0, -8, 6, -8, 10, 0, -14, -4, -14
2,4:-4, 0, -8, 6, -4, -8, 4, 2, -4, -12
2,4:-4, 0, -8, 6, -4, -8, 4, 2, -4, -10
2,4:-4, 0, -8, 6, -4, -8, 4, 2, -4, -8
1,-2:-4, 0, -8, 6, -4, -4, -8, 10, 0, -16
1,-2:-4, 0, -8, 6, -4, -4, -8, 10, 0, -14
1,-2:-4, 0, -8, 6, -4, -4, -8, 10, 0, -12
23,-5:-4, 0, -8, 6, -2, 0, 2, 2, -6, 8
23,-5:-4, 0, -8, 6, -2, 0, 2, 2, -6, 10
-1,0:-4, 0, -8, 6, 4, -6, 14, -2, 18, 4
10,10:-4, 0, -8, 6, 8, -12, -10, 2, 4, 0
-6,2:-4, 0, -8, 6, 8, -12, 2, -6, 8, -6
-6,2:-4, 0, -8, 6, 8, -12, 2, -6, 8, -4
-6,2:-4, 0, -8, 6, 8, -12, 2, -6, 8, -2
-6,2:-4, 0, -8, 6, 8, -12, 2, 0, 8, -10
-6,2:-4, 0, -8, 6, 8, -12, 2, 0, 8, -4
-6,2:-4, 0, -8, 6, 8, -12, 2, 0, 8, -2
-3,0:-4, 0, -8, 6, 10, -14, 6, 8, 6, -2
-2,-1:-4, 0, -8, 6, 10, 0, 10, 8, 14, 4
-9,5:-4, 0, -8, 8, -8, -4, -4, 12, 14, -10
-9,5:-4, 0, -8, 8, -8, -4, -4, 12, 14, -8
-9,5:-4, 0, -8, 8, -8, -4, -4, 12, 14, -6
-4,14:-4, 0, -8, 8, -8, 10, 14, 8, 18, -10
-4,14:-4, 0, -8, 8, -8, 10, 14, 8, 18, -6
-3,9:-4, 0, -8, 8, 10, 0, -4, 2, 12, -12
-3,9:-4, 0, -8, 8, 10, 0, -4, 2, 12, -10
-3,9:-4, 0, -8, 8, 10, 0, -4, 2, 12, -8
17,-4:-4, 0, -8, 8, 10, 2, -6, -6, -10, -10
17,-4:-4, 0, -8, 8, 10, 2, -6, -6, -8, -12
17,-4:-4, 0, -8, 8, 10, 2, -6, -6, -8, -2
17,-4:-4, 0, -8, 8, 10, 2, -6, -6, -6, -8
17,-4:-4, 0, -8, 8, 10, 2, -6, -6, -6, -6
17,-4:-4, 0, -8, 8, 10, 2, -6, -6, -6, -4
17,-4:-4, 0, -8, 8, 10, 2, -6, -6, 0, -2
-3,9:-4, 0, -8, 8, 10, 2, 12, 2, -12, -20
-3,9:-4, 0, -8, 8, 10, 2, 12, 2, -12, -16
-3,9:-4, 0, -8, 8, 10, 2, 12, 2, -10, -20
-3,9:-4, 0, -8, 8, 10, 2, 12, 2, -8, -30
-3,9:-4, 0, -8, 8, 10, 2, 12, 2, -8, -20
-3,9:-4, 0, -8, 8, 10, 2, 12, 2, 2, -12
10,0:-4, 0, -4, -6, -16, -16, 4, 2, -10, 6
10,0:-4, 0, -4, -6, -16, -16, 4, 2, -10, 10
10,0:-4, 0, -4, -6, -16, -16, 4, 2, 6, -10
2,0:-4, 0, -4, -6, -16, -10, 14, -8, -2, 6
2,0:-4, 0, -4, -6, -16, -10, 14, -8, -2, 10
-8,-11:-4, 0, -4, -6, -16, 10, -2, 4, -4, -6
-8,-11:-4, 0, -4, -6, -16, 10, -2, 4, -4, -4
19,1:-4, 0, -4, -6, -14, 4, 2, -10, 4, -10
19,1:-4, 0, -4, -6, -14, 4, 2, -10, 4, -6
19,1:-4, 0, -4, -6, -14, 4, 2, -8, 4, -6
19,1:-4, 0, -4, -6, -14, 4, 2, -8, 4, -2
19,1:-4, 0, -4, -6, -14, 4, 2, -8, 4, 4
19,1:-4, 0, -4, -6, -14, 4, 2, -4, -8, 8
19,1:-4, 0, -4, -6, -14, 4, 2, -4, -8, 12
19,1:-4, 0, -4, -6, -14, 4, 2, -4, 8, -8
19,1:-4, 0, -4, -6, -14, 4, 2, -4, 8, 2
19,1:-4, 0, -4, -6, -14, 4, 2, 8, 2, -4
19,1:-4, 0, -4, -6, -14, 4, 2, 10, 0, -2
7,12:-4, 0, -4, -6, -6, 10, 20, 4, -8, -16
3,-4:-4, 0, -4, -6, 8, -22, 0, 6, -4, 6
3,-4:-4, 0, -4, -6, 8, -22, 0, 6, -4, 8
-2,16:-4, 0, -4, -6, 10, 20, -4, 0, 0, 18
7,5:-4, 0, -4, -2, -6, -4, -16, -8, -28, -10
7,5:-4, 0, -4, -2, -6, -4, -16, -8, -14, 6
7,5:-4, 0, -4, -2, -6, -4, -16, -8, -14, 8
7,5:-4, 0, -4, -2, -6, -4, -16, -8, -14, 10
7,5:-4, 0, -4, -2, -6, -4, -16, -8, -10, -28
7,5:-4, 0, -4, -2, -6, -4, -16, -8, -10, -26
7,5:-4, 0, -4, -2, -6, -4, -16, -8, -10, -24
10,1:-4, 0, -4, 6, -4, -18, -24, -14, -14, 8
10,1:-4, 0, -4, 6, -4, -18, -24, -14, -14, 10
10,1:-4, 0, -4, 6, -4, -18, -24, -14, 8, -14
21,-6:-4, 0, -4, 6, -4, -14, 8, -8, -14, -2
5,-6:-4, 0, -4, 6, -4, -12, -16, 2, -2, -18
11,-19:-4, 0, -4, 6, -4, -12, -16, 2, -2, -16
-11,1:-4, 0, -4, 6, -4, -12, -14, 4, 2, 12
-11,1:-4, 0, -4, 6, -4, -12, 4, 2, 12, -14
2,9:-4, 0, -4, 6, -4, -8, -14, -14, 10, -10
2,9:-4, 0, -4, 6, -4, -8, -14, 10, -10, -14
-6,-4:-4, 0, -4, 6, -4, -8, -12, 6, -16, -16
-6,-4:-4, 0, -4, 6, -4, -8, -12, 6, -16, -14
-6,-4:-4, 0, -4, 6, -4, -8, -12, 6, -16, -12
13,-9:-4, 0, -4, 6, -4, 0, -14, -8, 6, 6
13,-9:-4, 0, -4, 6, -4, 0, -8, 6, 6, -14
12,-11:-4, 0, -4, 6, 0, 0, 6, -10, -20, 12
12,-11:-4, 0, -4, 6, 0, 0, 6, -10, 12, -20
12,-13:-4, 0, -4, 6, 2, 4, -4, -12, -22, -6
12,-13:-4, 0, -4, 6, 2, 4, -4, -12, -22, -2
4,-10:-4, 0, -4, 6, 10, 2, -16, -28, -20, -40
4,-10:-4, 0, -4, 6, 10, 2, -16, -28, -20, -38
4,-10:-4, 0, -4, 6, 10, 2, -16, -28, -20, -36
-3,3:-4, 0, -4, 8, -6, -16, -12, 6, -14, -4
-3,3:-4, 0, -4, 8, -6, -16, -12, 6, -14, 0
11,10:-4, 0, -4, 8, 0, 8, 12, 8, -2, -8
5,8:-4, 0, -4, 8, 6, 12, -4, -10, 6, -10
5,8:-4, 0, -4, 8, 6, 12, -4, -10, 6, -6
2,-1:-4, 0, -4, 10, -6, -10, -8, 12, 6, 6
3,3:-4, 0, -4, 10, -6, -4, -8, -10, 8, -2
27,0:-4, 0, -4, 10, -6, 8, 6, 6, 0, -10
3,-4:-4, 0, -4, 10, 2, 10, -4, -18, 0, -10
7,8:-4, 0, -4, 10, 8, -2, 14, 4, 14, -12
7,8:-4, 0, -4, 10, 8, -2, 14, 4, 14, -10
7,8:-4, 0, -4, 10, 8, -2, 14, 4, 14, -8
5,-2:-4, 0, -2, -10, 4, 0, -6, 6, 6, 8
5,9:-4, 0, -2, -10, 4, 6, 4, -2, 6, 20
0,-1:-4, 0, -2, -10, 4, 6, 8, 4, 12, 2
-7,-1:-4, 0, -2, -10, 6, 6, 0, 2, -4, 6
1,-4:-4, 0, -2, -10, 6, 6, 0, 12, 4, 20
1,-4:-4, 0, -2, -10, 6, 6, 0, 12, 4, 22
1,-4:-4, 0, -2, -10, 6, 6, 0, 12, 4, 24
17,2:-4, 0, -2, -8, -24, -14, -16, -2, -12, 8
17,2:-4, 0, -2, -8, -24, -14, -2, -12, -6, -4
9,-3:-4, 0, -2, -8, -16, -22, -10, -10, -12, 8
14,-6:-4, 0, -2, -8, -16, -10, -12, -18, 4, 10
14,-6:-4, 0, -2, -8, -16, -10, -12, -18, 6, 2
14,-6:-4, 0, -2, -8, -16, -10, -12, -18, 6, 4
14,-6:-4, 0, -2, -8, -16, -4, -12, -18, 8, -2
-11,6:-4, 0, -2, -8, -14, -24, -10, 6, -6, 4
1,-12:-4, 0, -2, -8, -14, -14, -10, 0, -10, 8
1,-12:-4, 0, -2, -8, -14, -14, -10, 0, 8, -10
17,2:-4, 0, -2, -8, -14, -14, -2, -12, 8, -6
-11,6:-4, 0, -2, -8, -14, -10, 6, -6, 4, -24
-11,6:-4, 0, -2, -8, -14, -10, 6, -6, 4, -16
2,14:-4, 0, -2, -8, -10, -12, 4, 0, 8, -8
3,10:-4, 0, -2, -8, -10, -12, 4, 2, 4, 4
1,-9:-4, 0, -2, -4, -14, -16, -14, -20, -10, 8
1,-9:-4, 0, -2, -4, -14, -16, -14, -20, 8, -10
9,-12:-4, 0, -2, -4, -14, -16, -4, -12, 8, 4
9,-12:-4, 0, -2, -4, -14, -16, -4, -12, 8, 6
9,-12:-4, 0, -2, -4, -14, -16, -4, -12, 8, 8
6,-9:-4, 0, -2, -4, -14, -10, -22, -2, 6, -2
6,-9:-4, 0, -2, -4, -14, -10, -2, 6, -2, -22
6,-9:-4, 0, -2, -4, -14, -10, -2, 6, -2, -20
6,-9:-4, 0, -2, -4, -14, -10, -2, 6, -2, -18
-4,-6:-4, 0, -2, -4, -14, -8, -4, 0, -8, -10
-8,6:-4, 0, -2, -4, 4, -6, 12, 0, 8, -12
-8,6:-4, 0, -2, -4, 4, -6, 12, 0, 8, -10
-8,6:-4, 0, -2, -4, 4, -6, 12, 0, 8, -8
-5,-2:-4, 0, -2, -4, 4, -6, 12, 10, 16, 6
8,-2:-4, 0, -2, -4, 4, 8, 10, 8, -6, 0
-5,6:-4, 0, -2, -4, 6, 6, -4, 6, 24, 14
-4,-1:-4, 0, -2, -4, 6, 6, 0, 12, -12, 6
-13,2:-4, 0, -2, 4, -14, -2, 6, 10, 18, 18
-11,0:-4, 0, -2, 4, -14, -2, 6, 24, 24, 14
-13,2:-4, 0, -2, 4, -14, -2, 10, 18, 18, 6
-11,0:-4, 0, -2, 4, -14, -2, 24, 24, 14, 6
-21,13:-4, 0, -2, 4, -14, -2, 26, 34, 18, 16
-21,13:-4, 0, -2, 4, -14, -2, 26, 34, 18, 18
-21,13:-4, 0, -2, 4, -14, -2, 26, 34, 18, 20
-13,2:-4, 0, -2, 4, -14, 4, 12, 18, 18, 0
-13,2:-4, 0, -2, 4, -14, 4, 12, 18, 18, 2
-13,2:-4, 0, -2, 4, -14, 4, 12, 18, 18, 4
-10,-6:-4, 0, -2, 4, -14, 6, 6, 0, 12, 18
-6,-5:-4, 0, -2, 4, -14, 6, 6, 14, 10, 2
-23,11:-4, 0, -2, 4, -14, 6, 8, 24, 24, 34
-13,2:-4, 0, -2, 4, -14, 6, 10, 18, 18, -2
-13,2:-4, 0, -2, 4, -14, 6, 10, 18, 18, 2
1,12:-4, 0, -2, 4, -14, 6, 20, 6, -4, 2
-11,0:-4, 0, -2, 4, -14, 6, 24, 24, 14, -2
-11,0:-4, 0, -2, 4, -14, 6, 24, 24, 14, 2
-9,5:-4, 0, -2, 4, -8, -14, 8, 4, 14, -12
-9,5:-4, 0, -2, 4, -8, -14, 8, 4, 14, -10
-9,5:-4, 0, -2, 4, -8, -14, 8, 4, 14, -8
-7,0:-4, 0, -2, 4, -8, -4, -12, -4, -10, 6
-7,0:-4, 0, -2, 4, -8, -4, -12, -4, -10, 8
-7,0:-4, 0, -2, 4, -8, -4, -12, -4, 6, -10
-7,0:-4, 0, -2, 4, -8, -4, -12, -4, 6, -8
-7,0:-4, 0, -2, 4, -8, -4, -12, -4, 6, -6
7,6:-4, 0, -2, 4, -2, 0, 2, -14, 0, 12
11,4:-4, 0, -2, 4, 0, -6, -8, 2, 8, 10
11,4:-4, 0, -2, 4, 0, -6, -8, 2, 8, 12
11,4:-4, 0, -2, 4, 0, -6, -8, 6, 14, 4
11,4:-4, 0, -2, 4, 0, -6, -8, 6, 14, 14
11,4:-4, 0, -2, 4, 0, -6, -8, 8, 8, 4
11,4:-4, 0, -2, 4, 0, -6, -8, 8, 10, 2
11,4:-4, 0, -2, 4, 0, -6, -8, 8, 10, 4
11,4:-4, 0, -2, 4, 0, -6, -8, 8, 14, 4
14,10:-4, 0, -2, 4, 0, -6, -2, 0, 0, -10
-1,-5:-4, 0, -2, 4, 0, -4, 8, 12, -4, -24
-1,-5:-4, 0, -2, 4, 0, -4, 8, 12, -4, -14
3,-8:-4, 0, -2, 4, 0, 6, -8, 2, -8, 14
3,-8:-4, 0, -2, 4, 0, 6, -8, 2, -8, 16
3,-8:-4, 0, -2, 4, 0, 6, -8, 2, -8, 18
3,-8:-4, 0, -2, 4, 0, 6, -8, 2, -8, 20
3,-8:-4, 0, -2, 4, 0, 6, -8, 2, -8, 22
0,4:-4, 0, -2, 4, 0, 8, 10, -6, 4, -10
0,4:-4, 0, -2, 4, 0, 8, 10, -6, 4, -6
-3,-3:-4, 0, -2, 4, 2, -14, -2, -14, -6, -26
-3,-3:-4, 0, -2, 4, 2, -14, -2, -14, -6, -24
-3,-3:-4, 0, -2, 4, 2, -14, -2, -14, -6, -22
0,-11:-4, 0, -2, 4, 2, -14, -2, -4, 2, -8
2,-10:-4, 0, -2, 4, 2, -12, -18, -16, -22, -12
10,-13:-4, 0, -2, 4, 2, -12, -18, -6, -14, 2
10,-13:-4, 0, -2, 4, 2, -12, -18, -6, -14, 4
10,-13:-4, 0, -2, 4, 2, -12, -18, -6, -14, 6
4,-7:-4, 0, -2, 4, 2, -4, -4, -10, 2, -8
12,-11:-4, 0, -2, 4, 6, -14, -20, 6, 4, 8
-9,5:-4, 0, -2, 4, 6, -14, 4, 4, 14, -18
-9,5:-4, 0, -2, 4, 6, -14, 4, 4, 14, -8
0,2:-4, 0, -2, 4, 6, -2, -8, 8, -6, -8
0,2:-4, 0, -2, 4, 6, -2, -8, 8, -6, -6
5,2:-4, 0, -2, 4, 6, -2, 0, -2, 4, 8
5,2:-4, 0, -2, 4, 6, -2, 0, -2, 4, 14
5,2:-4, 0, -2, 4, 6, -2, 0, -2, 10, 6
5,2:-4, 0, -2, 4, 6, -2, 0, -2, 10, 8
5,2:-4, 0, -2, 4, 6, -2, 0, -2, 10, 10
5,2:-4, 0, -2, 4, 6, -2, 0, -2, 12, 14
5,2:-4, 0, -2, 4, 6, -2, 0, -2, 14, 8
-10,6:-4, 0, -2, 4, 6, 0, 6, 14, 16, -10
-10,6:-4, 0, -2, 4, 6, 0, 6, 14, 16, -6
5,9:-4, 0, -2, 4, 6, 4, -2, 6, 20, -10
5,9:-4, 0, -2, 4, 6, 4, -2, 6, 20, -6
0,-1:-4, 0, -2, 4, 6, 8, 4, 12, 2, -10
0,-1:-4, 0, -2, 4, 6, 8, 4, 12, 2, -6
12,-11:-4, 0, -2, 4, 8, 2, -14, -20, -2, 10
12,-11:-4, 0, -2, 4, 8, 2, -14, -20, -2, 12
12,-11:-4, 0, -2, 4, 8, 2, -14, -20, 6, 6
12,-11:-4, 0, -2, 4, 8, 2, -14, -20, 10, -2
12,-11:-4, 0, -2, 4, 8, 2, -14, -20, 10, 0
12,-11:-4, 0, -2, 4, 8, 2, -14, -20, 10, 2
-6,-2:-4, 0, -2, 4, 8, 2, -8, -8, -4, -6
-6,-2:-4, 0, -2, 4, 8, 2, -8, -8, 0, 0
-6,-2:-4, 0, -2, 4, 8, 2, -8, -8, 10, -6
-6,-2:-4, 0, -2, 4, 8, 2, -8, -8, 10, 4
-6,-2:-4, 0, -2, 4, 8, 2, -8, -4, -6, -6
-6,-2:-4, 0, -2, 4, 8, 2, -8, -4, -2, -6
-6,-2:-4, 0, -2, 4, 8, 2, -8, 0, -4, -2
-6,-2:-4, 0, -2, 4, 8, 2, -8, 0, -4, 0
-6,-2:-4, 0, -2, 4, 8, 2, -8, 0, -2, 16
-6,-2:-4, 0, -2, 4, 8, 2, -8, 0, 6, 8
-6,-2:-4, 0, -2, 4, 8, 2, -8, 0, 10, 6
-6,-2:-4, 0, -2, 4, 8, 2, -8, 0, 10, 8
-6,-2:-4, 0, -2, 4, 8, 2, -8, 0, 10, 10
-6,-2:-4, 0, -2, 4, 8, 2, -8, 4, -6, 8
-6,-2:-4, 0, -2, 4, 8, 2, -8, 4, -6, 10
-6,-2:-4, 0, -2, 4, 8, 2, -8, 4, -6, 12
-6,-2:-4, 0, -2, 4, 8, 2, -8, 4, 2, 0
-6,-2:-4, 0, -2, 4, 8, 2, -8, 4, 8, -6
-6,-2:-4, 0, -2, 4, 8, 2, -8, 4, 8, -4
-6,-2:-4, 0, -2, 4, 8, 2, -8, 4, 8, -2
12,-11:-4, 0, -2, 4, 8, 8, -14, -20, 8, 6
