10,-5:-4, -6, -8, -20
5,-5:-4, -6, 6, -2, -4, 14
5,-5:-4, -6, 6, -2, -4, 16
5,-5:-4, -6, 6, -2, -4, 18
5,-5:-4, -6, 6, -2, 14, -4
7,3:-4, 4, 4, 4, -14, 8
7,3:-4, 4, 4, 4, 8, -14
13,-2:6, -4, -4, -6, -8, -20
0,0:6, 6, -2, 12, 12, 16
12,-9:-4, -6, 0, -8, -12, -14, -26
5,-5:-4, -6, 6, -2, -4, 22, 16
5,-5:-4, -6, 6, -2, -4, 22, 18
5,-5:-4, -6, 6, -2, -4, 22, 20
4,-6:-4, 2, 6, 0, 14, -16, -16
4,-6:-4, 2, 6, 0, 14, -16, -14
4,-6:-4, 2, 6, 0, 14, -16, -12
4,-6:-4, 2, 6, 0, 14, -12, -14
4,-6:-4, 2, 6, 0, 14, -12, -12
24,1:-4, -14, -12, 14, -12, -14, -16, -28
4,3:-4, -14, -8, 10, 10, 8, 6, -6
-9,5:-4, -14, -8, 20, 12, 26, 26, 30
11,3:-4, -14, 14, -2, -10, 4, 4, 8
10,6:-4, -12, -14, -4, -4, -6, 6, 2
10,-5:-4, -12, 4, 4, -6, -8, -20, -4
10,-5:-4, -12, 4, 4, -6, -8, -20, -2
10,-5:-4, -12, 4, 4, -6, -8, -20, 0
5,-13:-4, -6, -14, 6, -2, -16, -12, -4
5,-13:-4, -6, -14, 6, -2, -16, -12, 0
5,-13:-4, -6, -14, 6, -2, -16, -4, -12
18,-11:-4, -6, -8, -20, -20, -20, -22, -34
3,-7:-4, -6, -8, -10, -2, -8, -2, -8
-3,-5:-4, -6, 0, -2, -30, -4, -12, -4
-3,-5:-4, -6, 0, -2, -30, -4, -12, 2
17,-1:-4, -6, 0, -2, -14, -20, -28, -20
17,-1:-4, -6, 0, -2, -14, -20, -28, -14
0,-2:-4, -6, 6, -8, -12, -14, 0, 4
0,-2:-4, -6, 6, -8, -8, 0, 4, -18
0,-2:-4, -6, 6, -8, -8, 0, 4, -12
5,-5:-4, -6, 6, -2, -4, 12, 10, 18
5,-5:-4, -6, 6, -2, -4, 22, 12, 14
5,-5:-4, -6, 6, -2, -4, 22, 12, 16
5,-5:-4, -6, 6, -2, -4, 22, 12, 18
-4,5:-4, -6, 6, 0, -8, -4, 0, 14
8,-4:-4, 2, 2, -8, -14, 0, 0, 4
4,-6:-4, 2, 6, 0, 14, -16, -8, -14
4,-6:-4, 2, 6, 0, 14, -16, -8, -12
4,-6:-4, 2, 6, 0, 14, -16, -8, -10
4,-6:-4, 2, 6, 0, 14, -12, -16, -14
4,-6:-4, 2, 6, 0, 14, -12, -16, -12
4,-6:-4, 2, 6, 0, 14, -12, -16, -10
10,-5:-4, 4, 4, -6, 4, -8, -20, 10
10,-5:-4, 4, 4, -6, 4, -8, -20, 20
10,-5:-4, 4, 4, 4, 6, -8, -20, 4
10,-5:-4, 4, 4, 4, 6, -8, -20, 14
8,-2:-4, 4, 6, 6, -4, -16, -2, -2
8,-2:-4, 4, 6, 6, -4, -2, -2, -16
8,-2:6, -4, -4, -6, 6, -2, -4, 14
8,-2:6, -4, -4, -6, 6, -2, -4, 16
8,-2:6, -4, -4, -6, 6, -2, -4, 18
8,-2:6, -4, -4, -6, 6, -2, 14, -4
10,6:6, -4, -4, 4, 4, 4, -14, 8
10,6:6, -4, -4, 4, 4, 4, 8, -14
16,1:6, -4, 6, -4, -4, -6, -8, -20
3,3:6, -4, 6, 6, -2, 12, 12, 16
9,6:6, 6, -4, 0, 10, 6, 4, -8
6,6:6, 6, -2, -4, 12, 12, 16, 0
16,9:6, 6, 16, -16, 4, 2, 0, -12
17,9:-4, -14, 10, -2, -10, -12, 4, 4, 8, -8, 16
11,3:-4, -14, 10, -2, -10, 4, 4, 8, 10, 8, 16
11,3:-4, -14, 10, -2, -10, 4, 4, 8, 20, 10, 12
11,3:-4, -14, 10, -2, -10, 4, 4, 8, 20, 10, 14
11,3:-4, -14, 10, -2, -10, 4, 4, 8, 20, 10, 16
15,-3:-4, -14, 10, -2, 0, -12, 2, 2, 20, 18, -12
-3,9:-4, -14, 10, -2, 0, -6, -4, 18, 6, 8, 18
-3,9:-4, -14, 10, -2, 0, -6, -4, 18, 6, 8, 20
-3,9:-4, -14, 10, -2, 0, -6, -4, 18, 6, 18, 8
4,14:-4, -14, 10, 10, 2, 10, 4, 8, 6, 22, 14
-1,-5:-4, -14, 10, 10, 8, 0, 20, 12, 2, 2, 10
-1,-5:-4, -14, 10, 10, 8, 0, 20, 12, 2, 2, 14
-1,-5:-4, -14, 10, 10, 8, 0, 20, 12, 2, 10, 2
4,3:-4, -14, 10, 10, 8, 6, -2, -12, -8, -6, -4
4,3:-4, -14, 10, 10, 8, 6, -2, -12, -8, -6, 6
4,4:-4, -14, 10, 10, 8, 6, -2, -10, 10, -2, -6
4,3:-4, -14, 10, 10, 8, 6, -2, 0, -6, -6, -2
4,3:-4, -14, 10, 10, 8, 6, -2, 0, -6, -6, 8
4,0:-4, -14, 10, 10, 8, 20, 24, 10, 6, -8, 8
4,0:-4, -14, 10, 10, 8, 20, 24, 10, 6, 8, -8
4,0:-4, -14, 10, 10, 8, 20, 24, 10, 6, 8, -6
4,0:-4, -14, 10, 10, 8, 20, 24, 10, 6, 8, -4
13,5:-4, -14, 10, 10, 16, 14, 6, 18, -6, 4, 12
13,5:-4, -14, 10, 10, 16, 14, 6, 18, -6, 4, 16
13,5:-4, -14, 10, 10, 16, 14, 6, 18, -6, 12, 4
13,5:-4, -14, 10, 10, 16, 14, 6, 18, 0, 6, -6
13,5:-4, -14, 10, 10, 16, 14, 6, 18, 0, 6, -4
2,4:-4, -14, 10, 10, 16, 16, 6, 0, 14, 14, 18
-6,6:-4, -14, 10, 10, 16, 20, 0, 8, 14, 18, 0
-6,6:-4, -14, 10, 10, 16, 20, 0, 8, 14, 18, 4
-6,6:-4, -14, 10, 10, 16, 20, 0, 10, 14, 18, -2
-6,6:-4, -14, 10, 10, 16, 20, 0, 10, 14, 18, 8
1,-3:-4, -14, 10, 10, 16, 20, 6, -4, 2, 10, 20
1,-3:-4, -14, 10, 10, 16, 20, 6, -4, 2, 10, 22
1,-3:-4, -14, 10, 10, 16, 20, 6, -4, 2, 10, 24
1,-3:-4, -14, 10, 10, 16, 20, 6, -4, 2, 20, 6
1,-3:-4, -14, 10, 10, 16, 20, 6, -4, 2, 20, 14
1,-3:-4, -14, 10, 10, 16, 20, 14, 6, -4, 2, 14
-2,2:-4, -14, 10, 10, 16, 20, 14, 28, 2, 0, -8
-2,2:-4, -14, 10, 10, 16, 20, 14, 28, 2, 0, -6
-2,2:-4, -14, 10, 10, 16, 20, 14, 28, 2, 0, -4
-5,-1:-4, -14, 10, 10, 16, 20, 18, 16, 14, 12, 20
-5,-1:-4, -14, 10, 10, 16, 20, 18, 16, 24, 14, 16
-5,-1:-4, -14, 10, 10, 16, 20, 18, 16, 24, 14, 18
-5,-1:-4, -14, 10, 10, 16, 20, 18, 16, 24, 14, 20
1,-3:-4, -14, 10, 10, 18, 20, 18, 6, -4, 2, 20
-6,8:-4, -14, 10, 20, 20, 12, 26, 26, 30, -12, -10
-6,8:-4, -14, 10, 20, 20, 12, 26, 26, 30, -12, -8
-6,8:-4, -14, 10, 20, 20, 12, 26, 26, 30, -12, -6
5,13:-4, -14, 14, -2, -12, -8, 8, -20, 6, -2, 6
5,13:-4, -14, 14, -2, -12, -8, 8, -20, 6, -2, 12
25,17:-4, -14, 14, -2, -12, -8, 8, -4, -10, -18, -10
25,17:-4, -14, 14, -2, -12, -8, 8, -4, -10, -18, -4
27,9:-4, -14, 14, -2, -10, -12, -10, 2, 8, 2, 4
5,41:-4, -14, 14, -2, -10, 4, -8, 10, 20, -2, 42
5,41:-4, -14, 14, -2, -10, 4, -8, 10, 20, 42, -2
5,41:-4, -14, 14, -2, -10, 4, -8, 10, 20, 42, 0
5,41:-4, -14, 14, -2, -10, 4, -8, 10, 20, 42, 2
21,12:-4, -14, 14, -2, -10, 4, -6, 2, 0, -2, -14
23,-2:-4, -14, 14, -2, -10, 8, -4, -14, -16, -18, -30
14,10:-4, -14, 14, -2, 0, -12, -16, -16, -12, 2, -4
7,5:-4, -14, 14, -2, 0, -6, 2, -4, 10, 10, 14
15,9:-4, -14, 14, -2, 0, 2, 4, -4, -2, 0, 4
15,9:-4, -14, 14, -2, 0, 2, 4, -4, -2, 0, 14
15,9:-4, -14, 14, -2, 0, 2, 4, -4, -2, 4, 0
5,6:-4, -14, 14, -2, 0, 2, 10, -10, 10, 8, -4
12,3:-4, -14, 14, -2, 6, -2, -2, 4, -12, -2, 8
12,3:-4, -14, 14, -2, 6, -2, -2, 4, -12, -2, 12
12,3:-4, -14, 14, -2, 6, -2, -2, 4, -12, 8, -2
12,3:-4, -14, 14, -2, 6, -2, -2, 4, -12, 8, 8
12,3:-4, -14, 14, -2, 6, -2, -2, 4, 8, 8, -12
16,5:-4, -14, 14, -2, 6, -2, 2, 0, -2, -4, -16
27,12:-4, -14, 14, -2, 8, -16, -4, -6, -8, -20, -22
20,1:-4, -12, -14, -4, -2, -8, -8, -10, -12, -24, -4
20,1:-4, -12, -14, -4, -2, -8, -8, -10, -12, -24, 0
10,0:-4, -12, -14, -4, 2, -6, -12, 2, 2, 6, 0
8,6:-4, -12, -14, -4, 2, 6, 2, -12, 0, 10, 6
2,-6:-4, -12, -14, 4, -6, -14, 2, 4, 2, -4, -10
20,3:-4, -12, -14, 4, -6, -10, -6, -6, -8, -10, -22
15,-2:-4, -12, -14, 4, -6, -8, -10, -22, -2, -2, 0
15,-2:-4, -12, -14, 4, -6, -8, -10, -22, -2, -2, 2
15,-2:-4, -12, -14, 4, -6, -8, -10, -22, -2, -2, 4
15,-2:-4, -12, -14, 4, -6, -8, -10, -22, 6, 0, 2
15,-2:-4, -12, -14, 4, -6, -8, -10, -22, 6, 0, 12
15,-2:-4, -12, -14, 4, -6, -8, -10, -22, 6, 4, 2
15,-2:-4, -12, -14, 4, -6, -8, -10, -22, 6, 4, 4
15,-2:-4, -12, -14, 4, -6, -8, -10, -22, 6, 4, 6
15,-2:-4, -12, -14, 4, -6, -8, -10, -22, 6, 6, -2
10,-2:-4, -12, -14, 4, -6, -8, 4, -4, -6, -2, 2
10,-2:-4, -12, -14, 4, -6, -8, 4, -4, -6, -2, 6
10,-2:-4, -12, -14, 4, -6, -8, 4, -4, -2, 2, -6
18,1:-4, -12, -14, 4, 4, -6, -6, -8, -10, -22, -4
18,1:-4, -12, -14, 4, 4, -6, -6, -8, -10, -22, 0
7,17:-4, -12, -14, 4, 4, -6, -6, -8, -2, 6, 2
14,1:-4, -12, -8, -18, -20, -2, -2, -4, -6, -18, -2
14,1:-4, -12, -8, -18, -20, -2, -2, -4, -6, -18, 2
7,3:-4, -12, -8, -18, -14, -24, -4, -4, 2, -4, -10
14,-13:-4, -12, -8, -18, -14, -18, -20, -32, -4, 2, 0
14,-13:-4, -12, -8, -18, -14, -18, -20, -32, -4, 2, 2
14,-13:-4, -12, -8, -18, -14, -18, -20, -32, -4, 2, 4
19,6:-4, -12, -8, -18, -14, -18, -20, -4, -4, -24, -36
19,6:-4, -12, -8, -18, -14, -18, -20, -4, -4, -24, -32
1,-6:-4, -12, -8, -18, -14, -18, -6, -4, -18, 10, 4
1,-6:-4, -12, -8, -18, -14, -18, -6, -4, -18, 10, 6
1,-6:-4, -12, -8, -18, -14, -18, -6, -4, -18, 10, 8
9,-13:-4, -12, -8, -18, -14, -18, -6, 2, -14, -16, -8
9,-13:-4, -12, -8, -18, -14, -18, -6, 2, -14, -16, -6
9,-13:-4, -12, -8, -18, -14, -18, -6, 2, -14, -16, -4
9,-13:-4, -12, -8, -18, -14, -18, -6, 2, -14, -8, -16
16,1:-4, -12, -8, -18, -14, -8, -14, -8, -2, -16, -4
16,1:-4, -12, -8, -18, -14, -8, -14, -8, -2, -16, 6
7,3:-4, -12, -8, -18, -14, -4, -4, 2, -4, -10, -24
7,3:-4, -12, -8, -18, -14, -4, -4, 2, -4, -10, -14
-1,-9:-4, -12, -8, -18, -4, -4, -8, -36, -10, -20, 2
-1,-9:-4, -12, -8, -18, -4, -4, -8, -36, -10, -20, 4
-1,-9:-4, -12, -8, -18, -4, -4, -8, -36, -10, -20, 6
-1,-9:-4, -12, -8, -18, -4, -4, -8, -36, -10, 2, -20
-1,-9:-4, -12, -8, -18, -4, -4, -8, -36, -10, 2, -16
14,1:-4, -12, -8, -18, -2, -2, -4, -6, -18, -2, -20
4,-2:-4, -12, -8, -14, -20, -14, -16, -6, 18, -14, 4
4,-2:-4, -12, -8, -14, -20, -14, -16, -6, 18, 4, -14
4,-2:-4, -12, -8, -14, -20, -14, -16, -6, 18, 4, -10
3,-7:-4, -12, -8, -14, -20, -2, -8, -10, -16, 2, 0
3,-4:-4, -12, -8, -14, -20, 0, -14, 6, 2, 0, -12
-1,-1:-4, -12, -8, -14, -10, -16, -20, -8, -16, 4, -4
-1,-1:-4, -12, -8, -14, -10, -16, -20, -8, -16, 4, -2
-1,-1:-4, -12, -8, -14, -10, -16, -20, -8, -16, 4, 0
-1,-1:-4, -12, -8, -14, -10, -16, -20, -8, -14, 2, -10
-1,-1:-4, -12, -8, -14, -10, -16, -20, -8, -14, 2, -8
-1,-1:-4, -12, -8, -14, -10, -16, -20, -8, -14, 2, -6
-1,-1:-4, -12, -8, -14, -10, -16, -20, -8, -4, -6, -10
-1,-1:-4, -12, -8, -14, -10, -16, -20, -8, -4, -4, 0
-1,-1:-4, -12, -8, -14, -10, -16, -20, -8, 4, 4, -8
14,1:-4, -12, -8, -14, -10, -2, -14, -2, -4, -6, -18
26,-5:-4, -12, -8, -14, -4, -6, -20, -20, -22, -24, -36
13,-3:-4, -12, -8, -14, -4, -6, -10, -18, -4, -4, 0
3,-7:-4, -12, -8, -14, 0, -20, 4, -20, -6, -2, -16
3,-7:-4, -12, -8, -14, 0, -20, 4, -20, -6, -2, -14
3,-7:-4, -12, -8, -14, 0, -20, 4, -20, -6, -2, -12
17,-6:-4, -12, -8, -14, 0, 4, -14, -6, -8, -18, -10
22,1:-4, -12, -8, -14, 0, 4, -14, -6, 0, -10, -12
22,1:-4, -12, -8, -14, 0, 4, -14, -6, 0, -10, -10
22,1:-4, -12, -8, -14, 0, 4, -14, -6, 0, -10, -8
19,-11:-4, -12, -8, -14, 2, 4, -24, -28, -24, -20, -14
19,-11:-4, -12, -8, -14, 2, 4, -24, -28, -24, -14, -10
19,-11:-4, -12, -8, -14, 2, 4, -24, -28, -24, -10, -16
19,-11:-4, -12, -8, -14, 2, 4, -24, -28, -24, -10, -14
19,-11:-4, -12, -8, -14, 2, 4, -24, -28, -24, -10, -12
19,-11:-4, -12, -8, -14, 2, 4, -24, -28, -20, -14, -24
-4,-9:-4, -12, -8, -4, -14, -22, 2, 6, 8, 16, 0
5,5:-4, -12, -8, -4, -14, -10, -2, -4, -8, -20, 4
5,5:-4, -12, -8, -4, -14, -10, -2, -4, -8, 4, -20
5,5:-4, -12, -8, -4, -14, -10, -2, -4, -8, 4, -18
5,5:-4, -12, -8, -4, -14, -10, -2, -4, -8, 4, -16
19,0:-4, -12, -8, -4, -14, -10, -2, -4, 4, -14, -4
19,0:-4, -12, -8, -4, -14, -10, -2, -4, 4, -14, 0
7,3:-4, -12, -8, -4, -14, 0, -20, -2, -20, -4, -4
7,3:-4, -12, -8, -4, -14, 0, -20, -2, -4, -4, -20
7,3:-4, -12, -8, -4, -14, 0, -20, -2, -4, -4, -10
7,0:-4, -12, -8, -4, -14, 0, -4, -8, -2, 2, -12
8,5:-4, -12, -8, -4, -14, 0, -2, -12, 8, -8, 0
7,3:-4, -12, -8, -4, -14, 0, -2, -4, -4, -10, -20
7,3:-4, -12, -8, -4, -14, 0, -2, -4, -4, -10, -18
7,3:-4, -12, -8, -4, -14, 0, -2, -4, -4, -10, -16
24,-5:-4, -12, -8, -2, -14, -8, -20, -14, -20, -22, -34
13,-18:-4, -12, -8, -2, -14, -8, -18, -16, -22, -24, -36
24,-5:-4, -12, -8, -2, -14, -8, -14, -20, -22, -34, -20
24,-5:-4, -12, -8, -2, -14, -8, -14, -20, -22, -34, -18
2,-22:-4, -12, -8, -2, -2, -4, 2, -8, -20, -30, -2
2,-22:-4, -12, -8, -2, -2, -4, 2, -8, -20, -30, 0
2,-22:-4, -12, -8, -2, -2, -4, 2, -8, -20, -30, 2
2,-22:-4, -12, -8, -2, -2, -4, 2, -8, -20, -2, -30
2,-22:-4, -12, -8, -2, -2, -4, 2, -8, -20, -2, -26
2,-22:-4, -12, -8, -2, -2, -4, 2, -8, -20, -2, -20
2,-22:-4, -12, -8, -2, -2, -4, 2, -8, -18, -22, 6
2,-22:-4, -12, -8, -2, -2, -4, 2, -8, -18, 6, -22
4,4:-4, -12, -8, -2, -2, -4, 8, -10, 0, 2, 6
7,-3:-4, -12, -8, -2, -2, 6, -12, -14, -14, -10, -4
12,-10:-4, -12, -4, -8, -16, -16, -18, -6, -14, -16, 2
12,-10:-4, -12, -4, -8, -16, -16, -18, -6, -14, -16, 4
12,-10:-4, -12, -4, -8, -16, -16, -18, -6, -14, -16, 6
12,-10:-4, -12, -4, -8, -16, -16, -18, -6, -14, 2, -16
14,-2:-4, -12, -4, -8, -16, -16, -8, -8, -8, -26, -4
14,-2:-4, -12, -4, -8, -16, -16, -8, -8, -8, -4, -26
7,-5:-4, -12, -4, -8, -16, -6, -6, -14, 0, 0, 4
10,-2:-4, -12, -4, -8, -6, -14, -16, 0, 0, 4, -12
22,-19:-4, -12, -4, -8, -6, 4, -6, -30, -32, -34, -46
4,-6:-4, -12, -4, -4, -10, -8, -8, -2, 2, -2, -6
4,-6:-4, -12, -4, -4, -10, -2, -8, -8, -2, -6, 2
4,-6:-4, -12, -4, -4, -10, -2, -8, -8, -2, -6, 6
15,0:-4, -12, -4, -4, -6, -4, -4, -6, -8, -20, 2
15,0:-4, -12, -4, -4, -6, -4, -4, -6, -8, 2, -20
10,-5:-4, -12, -4, -4, -6, -4, 6, -8, -20, -4, -2
10,-5:-4, -12, -4, -4, -6, -4, 6, -8, -20, -4, 0
10,-5:-4, -12, -4, -4, -6, -4, 6, -8, -20, -4, 2
20,-1:-4, -12, -4, -4, 0, -10, -10, -12, -14, -26, 2
20,-1:-4, -12, -4, -4, 0, -10, -10, -12, -14, 2, -26
10,-5:-4, -12, -4, -4, 0, 0, -10, -6, -8, -20, -2
10,-5:-4, -12, -4, -4, 0, 0, -10, -6, -8, -20, 8
10,-5:-4, -12, -4, -4, 0, 0, 2, -4, -8, -20, 0
10,-5:-4, -12, -4, -4, 0, 0, 2, -4, -8, -20, 10
7,1:-4, -12, -4, -4, 0, 2, 0, -8, 6, 6, 10
4,-6:-4, -12, -4, -4, 0, 6, 4, 0, -10, 6, 0
4,3:-4, -12, -4, -4, 0, 6, 10, -14, -12, -24, -20
4,3:-4, -12, -4, -4, 0, 6, 10, -14, -12, -24, -18
4,3:-4, -12, -4, -4, 0, 6, 10, -14, -12, -24, -16
20,1:-4, -12, -4, -2, -8, -8, -10, -12, -24, 0, -4
10,-5:-4, -12, -4, -2, 2, 10, 2, 6, -8, -20, 6
10,-5:-4, -12, -4, -2, 2, 10, 2, 6, -8, -20, 8
10,-5:-4, -12, -4, -2, 2, 10, 2, 6, -8, -20, 10
-10,7:-4, -12, -4, -2, 6, 10, 12, 6, 4, 4, 8
-10,7:-4, -12, -4, -2, 6, 10, 12, 14, 4, 4, 2
-10,7:-4, -12, -4, -2, 6, 10, 12, 14, 4, 4, 4
-10,7:-4, -12, -4, -2, 6, 10, 12, 14, 4, 4, 6
10,-5:-4, -12, -4, 2, -6, -2, 0, -6, -8, -20, 8
10,-5:-4, -12, -4, 2, -6, -2, 0, 12, -8, -20, 6
10,-5:-4, -12, -4, 2, -6, -2, 0, 12, -8, -20, 8
10,-5:-4, -12, -4, 2, -6, 4, -4, 0, -8, -20, 0
10,-5:-4, -12, -4, 2, -6, 4, -4, 0, -8, -20, 2
10,-5:-4, -12, -4, 2, -6, 4, -4, 0, -8, -20, 4
8,6:-4, -12, -4, 2, 6, 2, -12, 0, 10, 6, -14
4,-6:-4, -12, 4, -6, -14, -10, -20, -18, -6, 0, 6
4,-6:-4, -12, 4, -6, -14, -10, -16, -12, -18, -22, -16
4,-6:-4, -12, 4, -6, -14, -10, -16, -6, -8, -4, -24
4,-6:-4, -12, 4, -6, -14, -10, -16, -6, -8, -4, -20
4,-6:-4, -12, 4, -6, -14, -10, -4, -16, -10, -10, -8
4,-6:-4, -12, 4, -6, -14, -10, -4, -16, -10, -10, -6
4,-6:-4, -12, 4, -6, -14, -10, -4, -16, -10, -10, -4
10,-13:-4, -12, 4, -6, -14, -8, -16, -12, -14, -16, -28
9,-5:-4, -12, 4, -6, -14, 2, 6, 6, 10, 0, 12
9,-5:-4, -12, 4, -6, -14, 2, 6, 6, 10, 0, 14
9,-5:-4, -12, 4, -6, -14, 2, 6, 6, 10, 0, 16
9,-5:-4, -12, 4, -6, -14, 2, 6, 6, 10, 14, 0
9,-5:-4, -12, 4, -6, -14, 2, 6, 6, 10, 14, 10
10,-5:-4, -12, 4, -6, -8, -16, 4, -2, -8, -20, 0
10,-5:-4, -12, 4, -6, -8, -16, 4, -2, -8, -20, 10
5,5:-4, -12, 4, -6, -8, -16, 6, -8, -18, -20, 10
5,5:-4, -12, 4, -6, -8, -16, 6, -8, -18, 10, -20
5,5:-4, -12, 4, -6, -8, -16, 6, -8, -18, 10, -10
2,-5:-4, -12, 4, -6, -8, -8, -20, -8, -10, -10, -16
2,-5:-4, -12, 4, -6, -8, -8, -20, -8, -10, -10, -14
2,-5:-4, -12, 4, -6, -8, -8, -20, -8, -10, -10, -12
4,-6:-4, -12, 4, -6, -8, -2, -10, -20, -18, 0, -6
4,-6:-4, -12, 4, -6, -8, -2, -10, -20, -18, 0, -2
4,-6:-4, -12, 4, -6, -8, -2, -10, -20, 0, -14, -6
4,-6:-4, -12, 4, -6, -8, -2, -10, -20, 0, -14, -4
4,-6:-4, -12, 4, -6, -8, -2, -10, -20, 0, -14, -2
4,-6:-4, -12, 4, -6, -8, -2, -10, -14, -22, -4, -20
4,-6:-4, -12, 4, -6, -8, -2, -10, -14, -22, -4, -18
4,-6:-4, -12, 4, -6, -8, -2, -10, -14, -22, -4, -16
17,-6:-4, -12, 4, -6, -8, -2, 2, -10, -14, -16, -28
4,-6:-4, -12, 4, -6, -8, 4, -10, -22, -16, -4, 2
4,-6:-4, -12, 4, -6, -8, 4, -10, -22, -4, 2, -16
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, -18, 6, -10
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, -18, 6, -8
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, -18, 6, -6
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, -18, 14, 20
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, -14, 6, 0
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, -14, 6, 2
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, -14, 6, 4
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, -14, 8, 0
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, 2, 0, 6
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, 2, 0, 16
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, 2, 6, 0
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, 2, 6, 4
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, 6, -14, -6
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, 6, -14, -2
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, 8, 2, 0
4,-6:-4, -12, 4, -6, -8, 6, -10, -20, 8, 2, 10
4,-6:-4, -12, 4, -6, -8, 6, -10, -14, -8, 8, -6
4,-6:-4, -12, 4, -6, -8, 6, -10, -14, -8, 8, -4
4,-6:-4, -12, 4, -6, -8, 6, -10, -14, -8, 8, -2
4,-6:-4, -12, 4, -6, -8, 6, -10, -14, -4, 4, 6
4,-6:-4, -12, 4, -6, -8, 6, -10, -14, -4, 4, 8
4,-6:-4, -12, 4, -6, -8, 6, -10, -14, -4, 4, 10
4,-6:-4, -12, 4, -6, -8, 6, -10, -14, 4, 0, 10
4,-6:-4, -12, 4, -6, -8, 6, -10, -14, 4, 14, 0
4,-6:-4, -12, 4, -6, -8, 6, -10, -10, -18, 8, -4
4,-6:-4, -12, 4, -6, -8, 6, -10, -10, -14, 8, -6
4,-6:-4, -12, 4, -6, -8, 6, -10, -10, -14, 8, 2
4,-6:-4, -12, 4, -6, -8, 6, -10, -8, -8, 8, -22
4,-6:-4, -12, 4, -6, -8, 6, -10, 2, 0, 6, -20
4,-6:-4, -12, 4, -6, -8, 6, -10, 2, 0, 6, -10
4,-6:-4, -12, 4, -6, -8, 6, -10, 6, -10, -18, -12
4,-6:-4, -12, 4, -6, -8, 6, -10, 6, -10, -18, -10
4,-6:-4, -12, 4, -6, -8, 6, -10, 6, -10, -18, -8
19,4:-4, -12, 4, -6, 0, 4, -10, 0, 0, -4, 2
19,4:-4, -12, 4, -6, 0, 4, -10, 0, 0, -4, 4
19,4:-4, -12, 4, -6, 0, 4, -10, 0, 0, -4, 6
19,4:-4, -12, 4, -6, 0, 4, -10, 0, 0, 2, -4
9,-3:-4, -12, 4, -6, 0, 4, -2, 12, -18, -18, 2
9,-3:-4, -12, 4, -6, 0, 4, -2, 12, -18, 2, -18
9,-3:-4, -12, 4, -6, 0, 4, -2, 12, -18, 2, -16
9,-3:-4, -12, 4, -6, 0, 4, -2, 12, -18, 2, -14
9,-3:-4, -12, 4, -6, 0, 4, -2, 12, -14, 2, -16
9,-3:-4, -12, 4, -6, 0, 4, -2, 12, -14, 2, -14
12,1:-4, -12, 4, -6, 2, -12, -14, 6, 2, 0, 2
12,1:-4, -12, 4, -6, 2, -12, -14, 6, 2, 0, 4
12,1:-4, -12, 4, -6, 2, -12, -14, 6, 2, 0, 6
25,4:-4, -12, 4, -6, 2, -4, 4, -18, -12, 6, 4
12,6:-4, -12, 4, -6, 2, 2, 2, 6, -14, -14, 2
12,6:-4, -12, 4, -6, 2, 2, 2, 6, -14, -14, 12
12,6:-4, -12, 4, -6, 2, 2, 2, 6, -14, 2, -14
12,6:-4, -12, 4, -6, 2, 2, 2, 6, -14, 2, -12
12,6:-4, -12, 4, -6, 2, 2, 2, 6, 6, 18, 2
12,6:-4, -12, 4, -6, 2, 2, 2, 6, 6, 18, 4
9,-3:-4, -12, 4, -6, 2, 4, 2, -10, -2, -10, 2
9,-3:-4, -12, 4, -6, 2, 4, 2, -10, -2, -10, 4
9,-3:-4, -12, 4, -6, 2, 4, 2, -10, -2, -10, 6
9,-3:-4, -12, 4, -6, 2, 4, 2, -10, -2, 2, -10
9,-3:-4, -12, 4, -6, 2, 4, 2, -10, -2, 2, -8
9,-5:-4, -12, 4, -6, 2, 6, 6, 10, 0, 12, -16
9,-5:-4, -12, 4, -6, 2, 6, 6, 10, 0, 12, -8
9,-5:-4, -12, 4, -6, 2, 6, 6, 10, 0, 12, -2
17,-8:-4, -12, 4, -6, 2, 6, 10, -14, -16, -18, -30
-2,0:-4, -12, 4, -6, 6, -10, -14, 0, 14, 14, 18
-2,0:-4, -12, 4, -6, 6, -10, 0, 14, 14, 18, -14
-2,0:-4, -12, 4, -6, 6, -10, 0, 14, 14, 18, -12
-2,0:-4, -12, 4, -6, 6, -10, 0, 14, 14, 18, -10
10,1:-4, -12, 4, 4, -8, -2, -14, -22, -18, -8, -14
9,-6:-4, -12, 4, 4, -8, 6, 6, 2, 12, -12, 0
10,-5:-4, -12, 4, 4, -6, -8, -20, -6, -16, -10, 12
