16,2:-4, -12, -8, -2, -14, -8, -20
5,-11:-4, -12, -8, -2, -14, -8, -18
5,-11:-4, -12, -8, -2, -14, -8, -16
10,-15:-4, -6, 6, -8, -12, 6, -4
14,-18:-4, 2, 0, -8, 4, -22, -22
14,-18:-4, 2, 0, -8, 4, -22, -20
3,-7:-4, 2, 6, -8, 6, -2, -14
3,-7:-4, 2, 6, -8, 6, -2, -12
3,-7:-4, 2, 6, -8, 6, -2, -10
-16,18:-4, -14, 10, 10, 2, 6, 2, 28
5,-11:-4, -12, -8, -2, -14, -8, -12, -12
5,-11:-4, -12, -8, -2, -14, -8, -12, -8
5,-11:-4, -12, -8, -2, -14, -8, -10, -12
5,-11:-4, -12, -8, -2, -14, -8, -6, -10
5,-11:-4, -12, -8, -2, -14, -8, -6, -8
5,-11:-4, -12, -8, -2, -14, -8, -6, -6
4,-7:-4, -12, -4, -4, -10, -18, -8, 6
16,-22:-4, -6, -8, -4, -14, -2, -28, -28
16,-22:-4, -6, -8, -4, -14, -2, -28, -26
4,-5:-4, -6, 0, -2, -30, -4, 2, 0
4,-5:-4, -6, 0, -2, -30, -4, 2, 2
24,-1:-4, -6, 0, -2, -14, -20, -14, -16
24,-1:-4, -6, 0, -2, -14, -20, -14, -14
10,-15:-4, -6, 6, -8, -12, -4, -12, 2
10,-15:-4, -6, 6, -8, -12, -4, 2, -12
13,-14:-4, -6, 6, -8, -12, 6, -4, -22
-1,9:-4, -6, 6, 10, -14, -4, -2, -4
-1,9:-4, -6, 6, 10, -14, -4, -2, 0
14,-18:-4, 2, 0, -8, 4, -22, -16, -22
14,-18:-4, 2, 0, -8, 4, -22, -16, -20
14,-18:-4, 2, 0, -8, 4, -22, -16, -18
14,-18:-4, 2, 0, -8, 4, -18, -12, -22
14,-18:-4, 2, 0, -8, 4, -18, -12, -20
3,-7:-4, 2, 6, -8, 6, -2, -6, -12
3,-7:-4, 2, 6, -8, 6, -2, -6, -10
3,-7:-4, 2, 6, -8, 6, -2, -6, -8
3,1:-4, 4, -10, 2, -16, -10, -6, -10
-3,13:6, 6, -4, -4, 2, 6, -6, 12
-3,13:6, 6, -4, -4, 2, 6, 12, -6
-3,13:6, 6, -4, -4, 2, 6, 12, -4
-3,13:6, 6, -4, -4, 2, 6, 12, -2
1,-1:6, 6, -2, -4, -4, -10, -18, 16
1,-1:6, 6, -2, -4, -4, -10, 16, -18
1,-1:6, 6, -2, -4, -4, -10, 16, -14
-1,1:6, 6, -2, -4, 4, -2, 8, 14
1,-1:6, 6, 8, -4, -4, -10, -18, 6
1,-1:6, 6, 8, -4, -4, -10, -18, 16
-8,4:-4, -14, -8, 20, 12, 10, 10, 4, -2, 30, 2
-8,4:-4, -14, -8, 20, 12, 10, 10, 4, -2, 30, 4
-8,4:-4, -14, -8, 20, 12, 10, 10, 4, -2, 30, 6
-10,6:-4, -14, -8, 20, 22, 10, 16, 24, 16, 6, 20
-10,6:-4, -14, -8, 20, 22, 10, 16, 24, 16, 6, 24
-5,4:-4, -14, -8, 20, 28, 20, 20, 26, 30, 24, 26
-10,18:-4, -14, 10, -2, -12, -6, 20, 20, 22, 10, 14
-10,18:-4, -14, 10, -2, -12, 20, 20, 22, 10, 14, -6
-10,18:-4, -14, 10, -2, -12, 20, 20, 22, 10, 14, -2
10,4:-4, -14, 10, -2, -10, -12, -4, -10, 0, 6, 12
10,4:-4, -14, 10, -2, -10, -12, -4, -10, 0, 6, 14
10,4:-4, -14, 10, -2, -10, -12, -4, -10, 0, 6, 16
5,12:-4, -14, 10, -2, 0, -6, -4, 18, 6, 4, 12
-16,18:-4, -14, 10, 10, 2, 6, 2, 22, 30, 30, 38
-16,18:-4, -14, 10, 10, 2, 6, 2, 22, 30, 32, 30
-16,18:-4, -14, 10, 10, 2, 6, 2, 22, 30, 32, 32
-16,18:-4, -14, 10, 10, 2, 6, 2, 22, 30, 32, 34
-16,18:-4, -14, 10, 10, 2, 6, 2, 22, 30, 36, 24
-16,18:-4, -14, 10, 10, 2, 6, 2, 22, 30, 36, 34
-16,18:-4, -14, 10, 10, 2, 6, 2, 22, 38, 38, 32
-16,18:-4, -14, 10, 10, 2, 6, 2, 22, 38, 38, 34
-16,18:-4, -14, 10, 10, 2, 6, 2, 22, 38, 38, 36
-16,18:-4, -14, 10, 10, 2, 6, 2, 24, 26, 26, 20
-16,18:-4, -14, 10, 10, 2, 6, 2, 24, 26, 26, 22
-16,18:-4, -14, 10, 10, 2, 6, 2, 24, 26, 26, 24
-16,18:-4, -14, 10, 10, 2, 6, 2, 32, 30, 20, 22
-16,18:-4, -14, 10, 10, 2, 6, 2, 32, 30, 20, 24
-16,18:-4, -14, 10, 10, 2, 6, 2, 32, 30, 20, 26
-16,18:-4, -14, 10, 10, 2, 6, 2, 34, 22, 36, 30
-16,18:-4, -14, 10, 10, 2, 6, 2, 34, 22, 36, 32
-16,18:-4, -14, 10, 10, 2, 6, 2, 34, 22, 36, 34
-16,18:-4, -14, 10, 10, 2, 6, 2, 38, 24, 22, 26
-16,18:-4, -14, 10, 10, 2, 6, 2, 38, 24, 22, 28
-16,18:-4, -14, 10, 10, 2, 6, 2, 38, 24, 22, 30
-16,18:-4, -14, 10, 10, 2, 6, 2, 38, 32, 22, 22
-16,18:-4, -14, 10, 10, 2, 6, 2, 38, 32, 26, 26
-4,14:-4, -14, 10, 10, 16, 20, 0, 18, 16, 22, 6
15,4:-4, -14, 10, 10, 16, 20, 6, 2, 18, -6, 8
12,3:-4, -14, 10, 10, 16, 20, 6, 2, 18, 6, 4
12,3:-4, -14, 10, 10, 16, 20, 6, 2, 18, 6, 6
12,3:-4, -14, 10, 10, 16, 20, 6, 2, 18, 6, 8
15,4:-4, -14, 10, 10, 16, 20, 6, 2, 18, 8, -6
-3,1:-4, -14, 10, 10, 16, 20, 6, 20, 12, -2, -2
-3,1:-4, -14, 10, 10, 16, 20, 6, 20, 12, 2, -8
-3,1:-4, -14, 10, 10, 16, 20, 6, 20, 12, 2, -6
-3,1:-4, -14, 10, 10, 16, 20, 6, 20, 12, 2, -4
-1,5:-4, -14, 10, 10, 18, 4, 16, 12, -4, 12, 20
8,-2:-4, -14, 10, 10, 18, 12, 14, -2, -8, 0, 0
8,-2:-4, -14, 10, 10, 18, 12, 14, -2, 2, 4, -2
-12,16:-4, -14, 10, 20, 20, 12, 10, 30, 20, -4, 8
-12,16:-4, -14, 10, 20, 20, 12, 10, 30, 20, 8, -4
-12,16:-4, -14, 10, 20, 20, 12, 10, 30, 20, 8, -2
-12,16:-4, -14, 10, 20, 20, 12, 10, 30, 20, 8, 0
6,4:-4, -14, 10, 20, 20, 12, 12, 12, 10, 10, 14
15,12:-4, -14, 14, -2, -12, -12, -12, -18, -26, 8, 10
15,12:-4, -14, 14, -2, -12, -12, -12, -18, -26, 8, 14
15,12:-4, -14, 14, -2, -12, -12, -12, -18, 8, 10, -26
15,12:-4, -14, 14, -2, -12, -12, -12, -18, 8, 10, -22
8,16:-4, -14, 14, -2, -12, -12, -6, -2, -18, 4, -16
8,16:-4, -14, 14, -2, -12, -12, -6, -2, -18, 4, -14
8,16:-4, -14, 14, -2, -12, -12, -6, -2, -18, 4, -12
8,16:-4, -14, 14, -2, -12, -12, -6, -2, -14, 6, 0
8,16:-4, -14, 14, -2, -12, -12, -6, -2, -14, 6, 6
12,13:-4, -14, 14, -2, -12, -8, 8, -20, 6, 12, 10
12,13:-4, -14, 14, -2, -12, -8, 8, -20, 6, 12, 12
32,17:-4, -14, 14, -2, -12, -8, 8, -4, -10, -4, -6
32,17:-4, -14, 14, -2, -12, -8, 8, -4, -10, -4, -4
12,2:-4, -14, 14, -2, -10, -12, -12, -18, -24, 8, -20
12,2:-4, -14, 14, -2, -10, -12, -12, -18, -24, 8, -18
12,2:-4, -14, 14, -2, -10, -12, -12, -18, -24, 8, -16
38,7:-4, -14, 14, -2, -10, -12, 8, -18, -34, -34, -8
38,7:-4, -14, 14, -2, -10, -12, 8, -18, -34, -34, -4
38,7:-4, -14, 14, -2, -10, -12, 8, -18, -34, -8, -34
10,4:-4, -14, 14, -2, 0, -12, -6, 2, -6, -16, -2
10,4:-4, -14, 14, -2, 0, -12, -6, 2, -6, -16, 2
15,2:-4, -14, 14, -2, 6, -2, -2, 4, 8, 2, 4
9,-7:-4, -12, -14, -4, -4, -10, -8, -8, 2, -22, -16
9,-7:-4, -12, -14, -4, -4, -10, -8, -8, 2, -16, -22
9,-7:-4, -12, -14, -4, -4, -10, -8, -8, 2, -16, -20
12,2:-4, -12, -14, -4, -2, 2, 4, 0, 0, 0, 14
12,2:-4, -12, -14, -4, -2, 2, 4, 0, 0, 0, 18
12,2:-4, -12, -14, -4, -2, 2, 4, 0, 0, 14, 0
12,2:-4, -12, -14, -4, -2, 2, 4, 0, 0, 14, 2
1,15:-4, -12, -14, -4, -2, 6, 4, 10, 10, 8, 4
-7,8:-4, -12, -14, -4, -2, 6, 6, 6, 4, 16, 14
-5,-10:-4, -12, -14, 4, -6, 0, 4, -10, -4, -18, -6
-5,-10:-4, -12, -14, 4, -6, 0, 4, -10, -4, -18, -4
-5,-10:-4, -12, -14, 4, -6, 0, 4, -10, -4, -18, -2
-2,-9:-4, -12, -14, 4, -6, 0, 4, -10, -4, -14, -2
-5,-10:-4, -12, -14, 4, -6, 0, 4, -10, -4, -10, -8
-5,-10:-4, -12, -14, 4, -6, 0, 4, -10, -4, -10, -6
-5,-10:-4, -12, -14, 4, -6, 0, 4, -10, -4, -10, -4
-5,-10:-4, -12, -14, 4, -6, 0, 4, -10, -4, -6, -18
-5,-10:-4, -12, -14, 4, -6, 0, 4, -10, -4, -6, -16
-5,-10:-4, -12, -14, 4, -6, 0, 4, -10, -4, -6, -14
2,0:-4, -12, -14, 4, -6, 2, 2, 6, 6, -16, -16
2,0:-4, -12, -14, 4, -6, 2, 2, 6, 6, -16, -14
2,0:-4, -12, -14, 4, -6, 2, 2, 6, 6, -16, -12
19,-21:-4, -12, -14, 4, -6, 6, -12, -16, -4, -30, -30
19,-21:-4, -12, -14, 4, -6, 6, -12, -16, -4, -30, -28
2,4:-4, -12, -8, -18, -20, -4, 8, -2, 4, 4, 6
2,4:-4, -12, -8, -18, -20, -4, 8, -2, 4, 4, 16
5,-1:-4, -12, -8, -18, -14, -10, -6, -26, -30, -4, -12
19,-8:-4, -12, -8, -14, -22, -22, -20, 2, 6, -22, -18
19,-8:-4, -12, -8, -14, -22, -22, -20, 2, 6, -22, -16
19,-8:-4, -12, -8, -14, -22, -22, -20, 2, 6, -22, -14
19,-8:-4, -12, -8, -14, -22, -22, -20, 2, 6, -16, -22
3,-8:-4, -12, -8, -14, -20, -22, -22, -4, 2, -8, -26
3,-8:-4, -12, -8, -14, -20, -22, -22, -4, 2, -8, -24
3,-8:-4, -12, -8, -14, -20, -22, -22, -4, 2, -8, -22
7,-11:-4, -12, -8, -14, -20, -20, -2, -20, -6, 2, -2
7,-11:-4, -12, -8, -14, -20, -20, -2, -20, -6, 2, 2
5,-11:-4, -12, -8, -14, -20, -2, -8, -10, -16, -6, -4
5,-11:-4, -12, -8, -14, -20, -2, -8, -10, -16, -6, 0
-5,-3:-4, -12, -8, -14, -20, 0, -6, -8, 12, -20, -18
-5,-3:-4, -12, -8, -14, -20, 0, -6, -8, 12, -20, -16
-5,-3:-4, -12, -8, -14, -20, 0, -6, -8, 12, -20, -14
19,-8:-4, -12, -8, -14, -10, -22, -16, -14, 2, 6, -12
4,1:-4, -12, -8, -14, -4, -12, -14, -6, -28, -26, -34
4,1:-4, -12, -8, -14, -4, -12, -14, -6, -22, -20, -24
4,1:-4, -12, -8, -14, -4, -12, -14, -6, -22, -20, -22
4,1:-4, -12, -8, -14, -4, -12, -14, -6, -22, -20, -20
7,2:-4, -12, -8, -14, -4, -12, -14, -6, -22, 0, -22
7,2:-4, -12, -8, -14, -4, -12, -14, -6, -22, 0, -16
10,3:-4, -12, -8, -14, -4, -12, -14, -6, -20, 0, -2
4,1:-4, -12, -8, -14, -4, -12, -14, -6, -18, -18, -18
4,1:-4, -12, -8, -14, -4, -12, -14, -6, -18, -18, -14
10,3:-4, -12, -8, -14, -4, -12, -14, -6, 0, -2, -20
7,-10:-4, -12, -8, -14, 0, -20, 4, -20, -14, -16, -22
7,-7:-4, -12, -8, -14, 0, -20, 6, 6, 6, 6, 12
24,0:-4, -12, -8, -14, 0, -14, -22, -24, -16, -12, -12
24,0:-4, -12, -8, -14, 0, -14, -22, -24, -16, -12, -10
24,0:-4, -12, -8, -14, 0, -14, -22, -24, -16, -12, -8
17,-5:-4, -12, -8, -14, 0, -14, -12, -24, -24, -30, -38
17,-5:-4, -12, -8, -14, 0, -14, -12, -24, -24, -30, -34
16,-4:-4, -12, -8, -14, 0, -14, -10, -24, -18, -8, -8
10,-4:-4, -12, -8, -14, 0, 4, -14, -22, -22, -6, -6
9,7:-4, -12, -8, -14, 0, 6, 6, -14, -6, -8, -22
9,7:-4, -12, -8, -14, 0, 6, 6, -14, -6, -8, -12
7,-7:-4, -12, -8, -14, 0, 6, 6, 6, 6, 12, -20
7,-7:-4, -12, -8, -14, 0, 6, 6, 6, 6, 12, -18
7,-7:-4, -12, -8, -14, 0, 6, 6, 6, 6, 12, -16
16,-22:-4, -12, -8, -14, 2, -2, -28, -28, -4, -4, -2
16,-22:-4, -12, -8, -14, 2, -2, -28, -28, -4, -4, 0
16,-22:-4, -12, -8, -14, 2, -2, -28, -28, -4, -4, 2
8,-15:-4, -12, -8, -14, 2, 4, -24, -28, -30, -6, -12
11,-10:-4, -12, -8, -14, 2, 4, -24, -28, -10, -28, -34
11,-10:-4, -12, -8, -14, 2, 4, -24, -28, -10, -28, -24
10,-10:-4, -12, -8, -4, -14, -20, -22, -20, -22, 0, -16
10,-10:-4, -12, -8, -4, -14, -20, -22, -20, -22, 0, -14
10,-10:-4, -12, -8, -4, -14, -20, -22, -20, -22, 0, -12
7,-11:-4, -12, -8, -4, -14, -20, -20, -2, -20, 0, 0
-3,-1:-4, -12, -8, -4, -14, -20, -4, -10, -6, -8, -6
-3,-1:-4, -12, -8, -4, -14, -20, -4, -10, -6, -8, -4
-3,-1:-4, -12, -8, -4, -14, -20, -4, -10, -6, -8, -2
16,-9:-4, -12, -8, -4, -14, -10, -22, -16, -4, -34, -20
7,8:-4, -12, -8, -4, -14, -10, -16, -20, -10, 8, 6
4,0:-4, -12, -8, -4, -4, -14, -10, -16, -20, 2, -10
2,-3:-4, -12, -8, -4, -4, -14, -6, -20, -6, 2, 0
-4,-5:-4, -12, -8, -4, -4, -14, -6, -12, -22, -6, -20
-4,-5:-4, -12, -8, -4, -4, -14, -6, -12, -22, -6, -18
-4,-5:-4, -12, -8, -4, -4, -14, -6, -12, -22, -6, -16
-3,-1:-4, -12, -8, -4, -4, -14, -6, -12, -22, -4, 12
-1,-4:-4, -12, -8, -4, -4, -14, -6, -12, -6, 2, -18
-1,-4:-4, -12, -8, -4, -4, -14, -6, -12, -6, 2, -16
-1,-4:-4, -12, -8, -4, -4, -14, -6, -12, -6, 2, -14
2,-5:-4, -12, -8, -4, -4, -14, -6, -8, -18, 2, 6
2,-5:-4, -12, -8, -4, -4, -14, -6, -8, 2, 6, -18
2,-5:-4, -12, -8, -4, -4, -14, -6, -8, 2, 6, -14
2,-3:-4, -12, -8, -4, -4, -14, -6, -6, 2, 0, -20
2,-3:-4, -12, -8, -4, -4, -14, -6, -6, 2, 0, -18
2,-3:-4, -12, -8, -4, -4, -14, -6, -6, 2, 0, -16
3,3:-4, -12, -8, -4, -4, -14, 0, -4, -14, 0, -6
5,-11:-4, -12, -8, -4, -2, 8, -2, -14, -8, -20, 0
5,-11:-4, -12, -8, -4, -2, 8, -2, -14, -8, -20, 2
5,-11:-4, -12, -8, -4, -2, 8, -2, -14, -8, -20, 4
5,-11:-4, -12, -8, -2, -14, -8, -14, -28, -22, -4, -2
5,-11:-4, -12, -8, -2, -14, -8, -14, -28, -22, -4, 0
5,-11:-4, -12, -8, -2, -14, -8, -14, -28, -22, -4, 2
5,-11:-4, -12, -8, -2, -14, -8, -14, -26, -18, -22, -26
5,-11:-4, -12, -8, -2, -14, -8, -14, -26, -18, -22, -24
5,-11:-4, -12, -8, -2, -14, -8, -14, -26, -18, -22, -22
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -28, -16, -12
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -28, -16, -10
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -28, -16, -8
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -22, -34, -30
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -22, -34, -28
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -22, -16, -30
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -8, -8, -16
5,-11:-4, -12, -8, -2, -14, -8, -14, -20, -8, -8, -4
5,-11:-4, -12, -8, -2, -14, -8, -14, -10, -16, -26, -30
5,-11:-4, -12, -8, -2, -14, -8, -14, -10, -16, -26, -26
5,-11:-4, -12, -8, -2, -14, -8, -14, -10, -16, -26, -18
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -18, -20, -14
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -18, -20, -12
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -18, -20, -10
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -18, -14, -20
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -18, -14, -18
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -18, -14, -16
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -16, -22, -20
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -16, -22, -18
5,-11:-4, -12, -8, -2, -14, -8, -12, -18, -16, -22, -16
5,-11:-4, -12, -8, -2, -14, -8, -12, -10, -10, -20, -18
5,-11:-4, -12, -8, -2, -14, -8, -12, -10, -10, -20, -16
5,-11:-4, -12, -8, -2, -14, -8, -12, -10, -10, -20, -14
5,-11:-4, -12, -8, -2, -14, -8, -10, -14, -18, -16, -24
5,-11:-4, -12, -8, -2, -14, -8, -10, -14, -18, -16, -22
5,-11:-4, -12, -8, -2, -14, -8, -10, -14, -18, -16, -20
5,-11:-4, -12, -8, -2, -14, -8, -10, -10, -12, -4, -10
5,-11:-4, -12, -8, -2, -14, -8, -10, -10, -12, -4, -8
5,-11:-4, -12, -8, -2, -14, -8, -10, -10, -12, -4, -6
5,-11:-4, -12, -8, -2, -14, -8, -10, -10, -6, -12, -4
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -22, -16, 6
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -22, -16, 8
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -22, -16, 10
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -22, 6, -16
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -22, 6, -14
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -22, 6, -12
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -14, -22, -12
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -14, -22, -8
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -14, -8, -22
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -14, -8, -12
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -6, -6, -20
5,-11:-4, -12, -8, -2, -14, -8, -6, -12, -6, -6, -10
5,-11:-4, -12, -8, -2, -14, -8, -6, -2, -12, -2, -8
5,-11:-4, -12, -8, -2, -14, -8, -6, -2, -12, -2, -6
5,-11:-4, -12, -8, -2, -14, -8, -6, -2, -12, -2, -4
8,-5:-4, -12, -8, -2, 8, -2, -14, -20, 0, -22, -2
8,-5:-4, -12, -8, -2, 8, -2, -14, -20, 0, -22, 2
8,-5:-4, -12, -8, -2, 8, -2, -14, -20, 0, -2, -22
8,-5:-4, -12, -8, -2, 8, -2, -14, -20, 0, -2, -18
5,-11:-4, -12, -8, -2, 8, -2, -14, -8, -12, -2, -18
5,-11:-4, -12, -8, -2, 8, -2, -14, -8, -12, -2, -16
5,-11:-4, -12, -8, -2, 8, -2, -14, -8, -12, -2, -14
1,5:-4, -12, -4, -8, -6, -16, -16, -10, -6, -18, 0
1,5:-4, -12, -4, -8, -6, -16, -16, -10, -6, 0, -18
1,5:-4, -12, -4, -8, -6, -16, -16, -10, -6, 0, -16
1,5:-4, -12, -4, -8, -6, -16, -16, -10, -6, 0, -14
5,-9:-4, -12, -4, -8, -6, -14, -16, -16, -22, -30, 4
5,-9:-4, -12, -4, -8, -6, -14, -16, -16, -22, 4, -30
5,-9:-4, -12, -4, -8, -6, -14, -16, -16, -22, 4, -26
3,-7:-4, -12, -4, -8, -6, -14, -16, -8, -14, -4, 2
5,-9:-4, -12, -4, -8, -6, -4, -16, -16, -22, -30, -6
5,-9:-4, -12, -4, -8, -6, -4, -16, -16, -22, -30, 4
13,-4:-4, -12, -4, -4, -10, -18, -8, -8, -10, -12, 6
10,-5:-4, -12, -4, -4, -10, -18, -8, -8, -10, 2, 4
10,-5:-4, -12, -4, -4, -10, -18, -8, -8, -10, 2, 6
10,-5:-4, -12, -4, -4, -10, -18, -8, -8, -10, 2, 8
10,-5:-4, -12, -4, -4, -10, -18, -8, -8, -10, 4, 8
13,-4:-4, -12, -4, -4, -10, -18, -8, -8, -10, 6, -12
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 2, 12, 6
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 2, 12, 8
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 2, 12, 10
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 4, 4, 6
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 4, 4, 8
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 4, 4, 10
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 4, 6, 10
7,-6:-4, -12, -4, -4, -10, -18, -8, -8, 10, 6, -2
4,-7:-4, -12, -4, -4, -10, -18, -8, 2, 12, 2, 4
4,-7:-4, -12, -4, -4, -10, -18, -8, 2, 12, 2, 6
4,-7:-4, -12, -4, -4, -10, -18, -8, 2, 12, 2, 8
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 4, 14, 8
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 4, 14, 10
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 4, 14, 12
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 6, 6, 8
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 6, 6, 10
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 6, 6, 12
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 6, 8, 12
4,-7:-4, -12, -4, -4, -10, -18, -8, 4, 12, 8, 0
4,-7:-4, -12, -4, -4, -10, -18, -8, 10, -4, 14, 0
4,-7:-4, -12, -4, -4, -10, -18, -8, 10, -4, 14, 4
4,-7:-4, -12, -4, -4, -10, -18, -8, 10, 6, 0, 4
4,-7:-4, -12, -4, -4, -10, -18, -8, 10, 6, 0, 14
-3,0:-4, -12, -4, -4, -10, -18, 6, -8, -18, -2, 0
-3,0:-4, -12, -4, -4, -10, -18, 6, -8, -2, 0, -18
-3,0:-4, -12, -4, -4, -10, -18, 6, -8, -2, 0, -8
16,7:-4, -12, -4, -4, -10, -4, 0, -2, -22, -14, -4
16,7:-4, -12, -4, -4, -10, -4, 0, -2, -22, -4, -14
5,16:-4, -12, -4, -2, 6, 2, 4, -2, -8, 4, -10
5,16:-4, -12, -4, -2, 6, 2, 4, -2, -8, 4, 0
3,2:-4, -12, -4, -2, 6, 2, 10, 6, 4, -10, -16
1,15:-4, -12, -4, -2, 6, 4, 10, 10, 8, 4, -14
1,15:-4, -12, -4, -2, 6, 4, 10, 10, 8, 4, -4
-7,8:-4, -12, -4, -2, 6, 6, 6, 4, 16, 14, -14
-7,8:-4, -12, -4, -2, 6, 6, 6, 4, 16, 14, -4
-7,8:-4, -12, -4, -2, 6, 10, 6, 4, 16, 14, -14
19,-15:-4, -12, 4, -6, 0, -2, 2, -10, 2, -24, -24
19,-15:-4, -12, 4, -6, 0, -2, 2, -10, 2, -24, -22
17,5:-4, -12, 4, -6, 0, 4, -2, -2, -26, 12, 0
17,5:-4, -12, 4, -6, 0, 4, -2, -2, -26, 12, 2
17,5:-4, -12, 4, -6, 0, 4, -2, -2, -26, 12, 4
17,5:-4, -12, 4, -6, 0, 4, -2, -2, 12, 0, -26
11,7:-4, -12, 4, -6, 0, 4, 2, -10, -20, -6, 6
11,7:-4, -12, 4, -6, 0, 4, 2, -10, -20, 6, -6
11,7:-4, -12, 4, -6, 0, 4, 2, -10, -6, 6, -20
11,7:-4, -12, 4, -6, 0, 4, 2, -10, -6, 6, -18
11,7:-4, -12, 4, -6, 0, 4, 2, -10, -6, 6, -16
-1,3:-4, -12, 4, -6, 2, -12, -14, -2, 6, 0, 14
-1,3:-4, -12, 4, -6, 2, -12, -2, 6, 0, 14, -8
4,9:-4, -12, 4, -6, 2, -12, 6, 2, -18, -12, -10
8,8:-4, -12, 4, -6, 2, -12, 6, 2, 4, 4, 8
-2,6:-4, -12, 4, -6, 2, -4, 4, -18, -2, 10, -14
-5,1:-4, -12, 4, -6, 2, 2, 2, 6, -10, 6, 18
-5,1:-4, -12, 4, -6, 2, 2, 2, 6, 6, 18, -10
-5,1:-4, -12, 4, -6, 2, 2, 2, 6, 6, 18, -4
-5,1:-4, -12, 4, -6, 2, 2, 2, 6, 6, 18, 0
13,12:-4, -12, 4, -6, 6, -10, 16, 8, -8, 6, 4
13,-5:-4, -12, 4, -6, 6, -10, 18, -16, -18, -20, -26
-1,15:-4, -12, 4, 4, 6, 10, -14, 12, 10, 0, 6
-1,15:-4, -12, 4, 4, 6, 10, -14, 12, 10, 6, -2
-1,15:-4, -12, 4, 4, 6, 10, -14, 12, 10, 6, 0
-1,15:-4, -12, 4, 4, 6, 10, -14, 12, 10, 6, 2
-1,15:-4, -12, 4, 4, 6, 10, -14, 12, 10, 8, 4
0,-3:-4, -12, 4, 4, 6, 10, -14, 12, 16, 22, 2
0,-3:-4, -12, 4, 4, 6, 10, -14, 12, 16, 22, 8
-1,15:-4, -12, 4, 4, 6, 10, -10, 12, 10, 6, -2
-1,15:-4, -12, 4, 4, 6, 10, 12, 10, 0, 6, -14
-1,15:-4, -12, 4, 4, 6, 10, 12, 10, 6, 6, -6
16,-22:-4, -12, 4, 6, -8, -14, 0, -2, -28, -28, -6
16,-22:-4, -12, 4, 6, -8, -14, 0, -2, -28, -28, 2
5,2:-4, -12, 4, 6, 4, -2, -10, -4, -4, 4, 8
5,2:-4, -12, 4, 6, 4, -2, -10, -4, -4, 4, 10
2,-7:-4, -12, 4, 6, 10, -6, -2, -30, -4, 2, 0
2,-7:-4, -12, 4, 6, 10, -6, -2, -30, -4, 2, 2
22,-3:-4, -12, 4, 6, 10, -6, -2, -14, -20, -14, -16
22,-3:-4, -12, 4, 6, 10, -6, -2, -14, -20, -14, -14
-6,12:-4, -6, -14, -2, 8, -2, -2, 4, 8, -4, 14
-6,12:-4, -6, -14, -2, 8, -2, -2, 4, 8, 14, -4
-6,12:-4, -6, -14, -2, 8, -2, -2, 4, 8, 14, -2
-6,12:-4, -6, -14, -2, 8, -2, -2, 4, 8, 14, 0
-2,-2:-4, -6, -14, -2, 8, 0, -2, -2, -8, -16, 18
-2,-2:-4, -6, -14, -2, 8, 0, -2, -2, -8, 18, -16
-2,-2:-4, -6, -14, -2, 8, 0, -2, -2, -8, 18, -12
-4,0:-4, -6, -14, -2, 8, 0, -2, 6, 0, 10, 16
-2,-2:-4, -6, -14, -2, 8, 10, -2, -2, -8, -16, 8
