1,2:6
4,2:-5, -6
3,3:-5, 5
3,3:6, -4
2,4:6, 7
6,3:-5, -6, -7
5,4:-5, -6, 4
5,4:-5, 5, -5
4,5:-5, 5, 6
-8,7:-4, -14, -9
-8,7:-4, -14, -8
-8,7:-4, -14, -7
-8,7:-4, -14, -6
-8,7:-4, -14, -5
-8,7:-4, -14, -4
12,5:-4, -14, 13
12,5:-4, -14, 14
12,5:-4, -14, 15
12,5:-4, -14, 16
12,5:-4, -14, 17
12,5:-4, -14, 18
9,8:-4, 7, -25
9,8:-4, 7, -24
9,8:-4, 7, -23
9,8:-4, 7, -22
9,8:-4, 7, -21
9,8:-4, 7, -20
11,-12:-4, 7, -3
11,-12:-4, 7, -2
11,-12:-4, 7, -1
11,-12:-4, 7, 0
11,-12:-4, 7, 1
11,-12:-4, 7, 2
-12,11:5, -6, -1
-12,11:5, -6, 0
-12,11:5, -6, 1
-12,11:5, -6, 2
-12,11:5, -6, 3
-12,11:5, -6, 4
8,9:5, -6, 21
8,9:5, -6, 22
8,9:5, -6, 23
8,9:5, -6, 24
8,9:5, -6, 25
8,9:5, -6, 26
5,12:5, 15, -17
5,12:5, 15, -16
5,12:5, 15, -15
5,12:5, 15, -14
5,12:5, 15, -13
5,12:5, 15, -12
7,-8:5, 15, 5
7,-8:5, 15, 6
7,-8:5, 15, 7
7,-8:5, 15, 8
7,-8:5, 15, 9
7,-8:5, 15, 10
4,5:6, 7, -3
3,6:6, 7, 8
-7,5:-4, -6, 1, 4, -4, -1
-7,5:-4, -6, 1, 4, -4, 0
-7,5:-4, -6, 1, 4, -4, 1
-7,5:-4, -6, 1, 4, -4, 2
-7,5:-4, -6, 1, 4, -4, 3
-5,-4:-4, -6, 1, 4, -4, 10
-5,-4:-4, -6, 1, 4, -4, 11
-5,-4:-4, -6, 1, 4, -4, 12
-5,-4:-4, -6, 1, 4, -4, 13
-5,-4:-4, -6, 1, 4, -4, 14
-5,-4:-4, -6, 1, 4, -4, 15
-5,-4:-4, -6, 1, 4, 11, -4
2,19:-4, -6, 1, 8, -8, 13
2,19:-4, -6, 1, 8, -8, 14
2,19:-4, -6, 1, 8, -8, 15
2,19:-4, -6, 1, 8, -8, 16
6,20:-4, -6, 1, 8, -8, 23
4,4:-4, -6, 1, 8, 6, -5
5,4:-4, -6, 1, 10, 0, 6
5,4:-4, -6, 1, 10, 0, 13
1,5:-4, -6, 1, 10, 13, -6
1,5:-4, -6, 1, 10, 13, -3
5,4:-4, -6, 1, 10, 13, 0
7,-5:-4, -6, 6, -5, -16, 4
7,-5:-4, -6, 6, -5, -16, 9
-2,3:-4, -6, 6, -5, -13, 3
-3,4:-4, -6, 6, -5, -13, 10
6,-4:-4, -6, 6, -5, -5, 4
6,-4:-4, -6, 6, -5, -5, 9
5,-6:-4, -6, 6, -5, 0, 2
5,-6:-4, -6, 6, -5, 0, 3
-2,3:-4, -6, 6, -5, 3, -13
-2,3:-4, -6, 6, -5, 3, -12
-2,3:-4, -6, 6, -5, 3, -11
-2,3:-4, -6, 6, -5, 3, -10
-2,3:-4, -6, 6, -5, 3, -9
-2,3:-4, -6, 6, -5, 3, -8
5,-6:-4, -6, 6, -5, 3, 3
5,-6:-4, -6, 6, -5, 3, 4
5,-6:-4, -6, 6, -5, 3, 5
5,-6:-4, -6, 6, -5, 3, 6
5,-6:-4, -6, 6, -5, 3, 7
5,-6:-4, -6, 6, -5, 3, 8
5,-6:-4, -6, 6, -5, 6, 0
5,-6:-4, -6, 6, -5, 6, 5
5,-6:-4, -6, 6, -5, 6, 6
5,-6:-4, -6, 6, -5, 6, 7
5,-6:-4, -6, 6, -5, 6, 8
5,-6:-4, -6, 6, -5, 6, 13
-3,4:-4, -6, 6, -5, 10, -13
-3,4:-4, -6, 6, -5, 10, -12
-3,4:-4, -6, 6, -5, 10, -11
-3,4:-4, -6, 6, -5, 10, -10
-3,4:-4, -6, 6, -5, 10, -9
-3,4:-4, -6, 6, -5, 10, -8
5,-6:-4, -6, 6, -5, 10, 5
5,-6:-4, -6, 6, -5, 10, 6
5,-6:-4, -6, 6, -5, 10, 7
5,-6:-4, -6, 6, -5, 10, 8
5,-6:-4, -6, 6, -5, 10, 9
5,-6:-4, -6, 6, -5, 10, 10
5,-6:-4, -6, 6, -5, 13, 10
5,-6:-4, -6, 6, -5, 13, 11
5,-6:-4, -6, 6, -5, 13, 18
5,-6:-4, -6, 6, -5, 13, 19
-14,2:-4, -6, 6, -2, -15, -15
-14,2:-4, -6, 6, -2, -15, -11
-14,2:-4, -6, 6, -2, -15, -10
-14,2:-4, -6, 6, -2, -15, -8
-14,2:-4, -6, 6, -2, -15, -5
-12,3:-4, -6, 6, -2, -14, 11
-13,4:-4, -6, 6, -2, -14, 22
-14,2:-4, -6, 6, -2, -12, -22
-14,2:-4, -6, 6, -2, -12, -21
-14,2:-4, -6, 6, -2, -12, -18
-14,2:-4, -6, 6, -2, -12, -11
-14,2:-4, -6, 6, -2, -10, -14
-14,2:-4, -6, 6, -2, -10, -13
-14,2:-4, -6, 6, -2, -10, -10
-14,2:-4, -6, 6, -2, -10, -3
-14,2:-4, -6, 6, -2, -9, -16
-14,2:-4, -6, 6, -2, -9, -9
-14,2:-4, -6, 6, -2, -9, -6
-14,2:-4, -6, 6, -2, -9, -5
-14,2:-4, -6, 6, -2, -7, -8
-14,2:-4, -6, 6, -2, -7, -1
-14,2:-4, -6, 6, -2, -7, 2
-14,2:-4, -6, 6, -2, -7, 3
-14,2:-4, -6, 6, -2, -4, -14
-14,2:-4, -6, 6, -2, -4, -11
-14,2:-4, -6, 6, -2, -4, -9
-14,2:-4, -6, 6, -2, -4, -8
-14,2:-4, -6, 6, -2, -4, -4
-12,3:-4, -6, 6, -2, 11, -14
-12,3:-4, -6, 6, -2, 11, -13
-12,3:-4, -6, 6, -2, 11, -6
-12,3:-4, -6, 6, -2, 11, -5
-13,4:-4, -6, 6, -2, 22, -14
-13,4:-4, -6, 6, -2, 22, -13
-13,4:-4, -6, 6, -2, 22, -6
-13,4:-4, -6, 6, -2, 22, -5
0,9:-4, -6, 6, 0, -8, -5
5,-5:-4, -6, 6, 0, -8, 5
5,-6:-4, -6, 6, 0, -5, 2
5,-6:-4, -6, 6, 0, -5, 9
5,-6:-4, -6, 6, 0, -5, 12
5,-6:-4, -6, 6, 0, -5, 13
0,5:-4, -6, 6, 0, 11, -14
0,5:-4, -6, 6, 0, 11, -7
0,5:-4, -6, 6, 0, 11, -4
0,5:-4, -6, 6, 0, 11, -3
6,-6:-4, -6, 6, 3, -6, -11
6,-6:-4, -6, 6, 3, -6, -4
6,-6:-4, -6, 6, 3, -6, -1
6,-6:-4, -6, 6, 3, -6, 0
-1,11:-4, -6, 6, 3, 8, -14
-1,11:-4, -6, 6, 3, 8, -7
-1,11:-4, -6, 6, 3, 8, -4
-1,11:-4, -6, 6, 3, 8, -3
0,4:-4, -6, 6, 4, -5, -13
0,4:-4, -6, 6, 4, -5, -12
0,4:-4, -6, 6, 4, -5, -11
0,4:-4, -6, 6, 4, -5, -10
0,4:-4, -6, 6, 4, -5, -9
0,4:-4, -6, 6, 4, -5, -8
5,-6:-4, -6, 6, 4, -5, 2
5,-6:-4, -6, 6, 4, -5, 3
5,-6:-4, -6, 6, 4, -5, 4
5,-6:-4, -6, 6, 4, -5, 5
5,-6:-4, -6, 6, 4, -5, 6
5,-6:-4, -6, 6, 4, -5, 7
2,5:-4, -6, 6, 4, -1, -14
2,5:-4, -6, 6, 4, -1, -7
2,5:-4, -6, 6, 4, -1, -4
2,5:-4, -6, 6, 4, -1, -3
5,16:-4, -6, 6, 4, 9, 19
1,6:-4, -6, 6, 4, 10, -14
1,6:-4, -6, 6, 4, 10, -7
1,6:-4, -6, 6, 4, 10, -4
1,6:-4, -6, 6, 4, 10, -3
-12,-3:-4, -6, 6, 5, -6, 2
-12,-3:-4, -6, 6, 5, -6, 3
-12,-3:-4, -6, 6, 5, -6, 6
-12,-3:-4, -6, 6, 5, -6, 13
-3,3:-4, -6, 6, 5, 4, -5
-3,3:-4, -6, 6, 5, 4, 2
-3,3:-4, -6, 6, 5, 4, 5
-3,3:-4, -6, 6, 5, 4, 6
-3,9:-4, -6, 6, 6, -3, 7
-2,4:-4, -6, 6, 6, 2, -14
-2,4:-4, -6, 6, 6, 2, -7
-2,4:-4, -6, 6, 6, 2, -4
-2,4:-4, -6, 6, 6, 2, -3
-1,4:-4, -6, 6, 6, 9, -14
-1,4:-4, -6, 6, 6, 9, -7
-1,4:-4, -6, 6, 6, 9, -4
-1,4:-4, -6, 6, 6, 9, -3
-3,-2:-4, -6, 6, 6, 13, -4
7,0:-4, -6, 6, 10, -14, -2
-1,6:-4, -6, 6, 10, -14, -1
-1,6:-4, -6, 6, 10, -14, 0
-1,6:-4, -6, 6, 10, -14, 1
-1,-1:-4, -6, 6, 10, -14, 5
-1,-1:-4, -6, 6, 10, -14, 6
-1,-1:-4, -6, 6, 10, -14, 7
-1,-1:-4, -6, 6, 10, -14, 8
-1,-1:-4, -6, 6, 10, -14, 9
-1,-1:-4, -6, 6, 10, -14, 10
-1,6:-4, -6, 6, 10, -4, -10
-2,5:-4, -6, 6, 10, -4, 0
-1,6:-4, -6, 6, 10, -1, -14
-1,6:-4, -6, 6, 10, -1, -3
-1,-1:-4, -6, 6, 10, 5, -14
-1,-1:-4, -6, 6, 10, 5, -3
2,24:-4, -6, 6, 12, -2, -14
2,24:-4, -6, 6, 12, -2, -7
2,24:-4, -6, 6, 12, -2, -4
2,24:-4, -6, 6, 12, -2, -3
7,8:-4, 2, -3, -8, -9, -4
7,8:-4, 2, -3, -8, -4, -9
14,1:-4, 2, -3, -6, -11, -17
13,2:-4, 2, -3, -6, -11, -6
8,-1:-4, 2, -3, -6, -5, 2
11,5:-4, 2, -3, -5, -10, 2
11,5:-4, 2, -3, -5, 2, -10
10,6:-4, 2, -3, -5, 2, 1
9,4:-4, 2, -3, -5, 7, -14
4,6:-4, 2, -3, -4, -14, 8
0,11:-4, 2, -3, -4, 7, -14
11,24:-4, 2, -3, 3, -11, -9
11,24:-4, 2, -3, 3, -11, 2
11,24:-4, 2, -3, 3, 2, -11
11,24:-4, 2, -3, 3, 2, -8
11,24:-4, 2, -3, 3, 2, -7
11,24:-4, 2, -3, 3, 2, -4
10,-6:-4, 2, 0, -8, -11, -10
9,-3:-4, 2, 0, -8, -9, -5
7,-19:-4, 2, 1, -13, 1, -4
12,-10:-4, 2, 1, -3, 1, -4
9,-18:-4, 2, 1, 1, -4, -31
8,-17:-4, 2, 1, 1, -4, -20
3,10:-4, 2, 1, 7, -4, -1
9,-2:-4, 2, 1, 7, 10, -3
9,-2:-4, 2, 1, 7, 10, 2
9,-2:-4, 2, 1, 7, 10, 3
9,-2:-4, 2, 1, 7, 10, 8
5,16:-4, 2, 2, -14, -10, 7
5,16:-4, 2, 2, -14, -10, 8
5,16:-4, 2, 2, -14, -10, 9
5,16:-4, 2, 2, -14, -10, 10
9,17:-4, 2, 2, -14, -10, 17
1,-4:-4, 2, 2, -14, -9, 6
1,-4:-4, 2, 2, -14, -9, 14
5,-3:-4, 2, 2, -14, 1, 6
5,-3:-4, 2, 2, -14, 1, 14
1,-4:-4, 2, 2, -14, 6, -9
1,-4:-4, 2, 2, -14, 6, -8
1,-4:-4, 2, 2, -14, 6, -7
1,-4:-4, 2, 2, -14, 6, -6
5,-3:-4, 2, 2, -14, 6, 1
5,16:-4, 2, 2, -14, 7, -10
5,16:-4, 2, 2, -14, 7, -2
9,17:-4, 2, 2, -14, 17, -10
9,17:-4, 2, 2, -14, 17, -2
-3,9:-4, 2, 2, -8, -17, -12
-3,9:-4, 2, 2, -8, -17, -11
-3,9:-4, 2, 2, -8, -17, -10
-3,9:-4, 2, 2, -8, -17, -9
-3,9:-4, 2, 2, -8, -17, -8
-3,9:-4, 2, 2, -8, -17, -7
17,7:-4, 2, 2, -8, -17, 10
17,7:-4, 2, 2, -8, -17, 11
17,7:-4, 2, 2, -8, -17, 12
17,7:-4, 2, 2, -8, -17, 13
17,7:-4, 2, 2, -8, -17, 14
17,7:-4, 2, 2, -8, -17, 15
14,10:-4, 2, 2, -8, 4, -28
14,10:-4, 2, 2, -8, 4, -27
14,10:-4, 2, 2, -8, 4, -26
14,10:-4, 2, 2, -8, 4, -25
14,10:-4, 2, 2, -8, 4, -24
14,10:-4, 2, 2, -8, 4, -23
16,-10:-4, 2, 2, -8, 4, -6
16,-10:-4, 2, 2, -8, 4, -5
16,-10:-4, 2, 2, -8, 4, -4
16,-10:-4, 2, 2, -8, 4, -3
16,-10:-4, 2, 2, -8, 4, -2
16,-10:-4, 2, 2, -8, 4, -1
8,-1:-4, 2, 2, -3, -6, -5
8,-1:-4, 2, 2, -3, -6, -4
8,-1:-4, 2, 2, -3, -6, -3
8,-1:-4, 2, 2, -3, -6, -2
8,11:-4, 2, 2, -3, -6, -1
7,4:-4, 2, 2, -3, -3, -7
8,-1:-4, 2, 2, -3, -3, -4
8,-1:-4, 2, 2, -3, -3, -3
8,-1:-4, 2, 2, -3, -3, -2
8,-1:-4, 2, 2, -3, -3, -1
8,4:-4, 2, 2, -3, -3, 0
15,-2:-4, 2, 6, -14, 6, -1
8,-6:-4, 2, 6, 3, 0, -8
9,0:-4, 2, 6, 4, -3, 4
4,6:-4, 2, 6, 5, 12, 0
2,24:-4, 2, 6, 12, -6, -1
12,-1:-4, 4, -10, -17, -6, 2
12,-1:-4, 4, -10, -17, 2, -4
12,-1:-4, 4, -10, -17, 2, -3
8,0:-4, 4, -10, -13, -12, 2
4,-1:-4, 4, -10, -13, 0, -14
11,0:-4, 4, -10, 2, -6, -4
11,0:-4, 4, -10, 2, -6, -3
5,-6:-4, 4, -10, 2, -5, -14
5,-6:-4, 4, -10, 2, -5, -13
5,-6:-4, 4, -10, 2, -5, -12
5,-6:-4, 4, -10, 2, -5, -11
5,-6:-4, 4, -10, 2, -5, -10
5,-6:-4, 4, -10, 2, -5, -9
12,-1:-4, 4, -10, 2, -4, -17
11,0:-4, 4, -10, 2, -4, -6
9,-3:-4, 4, -10, 6, 6, 10
3,4:-4, 4, -2, -15, -13, -3
2,5:-4, 4, -2, -15, -13, 8
8,2:-4, 4, -2, -15, -8, 7
9,1:-4, 4, -2, -15, -5, 0
9,1:-4, 4, -2, -15, -5, 7
8,2:-4, 4, -2, -15, 7, -8
9,1:-4, 4, -2, -15, 7, -5
5,-3:-4, 4, -2, -12, -13, 0
5,-3:-4, 4, -2, -12, -13, 7
7,6:-4, 4, -2, -12, -6, 5
5,-3:-4, 4, -2, -12, -3, -13
-2,1:-4, 4, -2, -12, -2, -15
-2,1:-4, 4, -2, -12, -2, -14
-2,1:-4, 4, -2, -12, -2, -11
-2,1:-4, 4, -2, -12, -2, -4
-6,1:-4, 4, -2, -12, 6, -3
10,3:-4, 4, -2, -8, -11, -16
9,4:-4, 4, -2, -8, 0, -16
9,4:-4, 4, -2, -8, 0, -12
8,2:-4, 4, -2, -8, 7, -15
8,2:-4, 4, -2, -8, 7, -14
5,-3:-4, 4, -2, -8, 7, -13
11,2:-4, 4, -2, -5, -13, -16
9,1:-4, 4, -2, -5, 0, -15
9,1:-4, 4, -2, -5, 0, -14
8,0:-4, 4, -2, 6, 4, -16
8,-1:-4, 4, -2, 7, -16, -5
-4,-1:-4, 4, 1, -13, -5, -24
-4,-1:-4, 4, 1, -13, -5, -13
-2,4:-4, 4, 1, -1, -3, 4
-3,5:-4, 4, 1, -1, -3, 11
5,-4:-4, 4, 1, 8, -14, 2
5,-4:-4, 4, 1, 8, -14, 5
8,3:-4, 4, 1, 8, -13, -13
7,-1:-4, 4, 1, 8, -13, -6
7,-1:-4, 4, 1, 8, -13, -5
7,-1:-4, 4, 1, 8, -13, -4
7,-1:-4, 4, 1, 8, -13, -3
9,-4:-4, 4, 1, 8, 1, -4
9,-4:-4, 4, 1, 8, 1, 3
9,-4:-4, 4, 1, 8, 1, 6
9,-4:-4, 4, 1, 8, 1, 7
5,-4:-4, 4, 1, 8, 2, -14
5,15:-4, 4, 3, -6, -8, 13
9,3:-4, 4, 3, 2, -6, -14
28,1:-4, 4, 4, -8, -11, -9
28,1:-4, 4, 4, -8, -11, 2
28,1:-4, 4, 4, -8, -2, -2
28,1:-4, 4, 4, -8, -2, 5
28,1:-4, 4, 4, -8, -2, 8
28,1:-4, 4, 4, -8, -2, 9
8,-1:-4, 4, 4, -8, 2, -29
8,-1:-4, 4, 4, -8, 2, -28
8,-1:-4, 4, 4, -8, 2, -27
8,-1:-4, 4, 4, -8, 2, -26
8,-1:-4, 4, 4, -8, 2, -25
8,-1:-4, 4, 4, -8, 2, -24
28,1:-4, 4, 4, -8, 2, -11
28,1:-4, 4, 4, -8, 2, -10
28,1:-4, 4, 4, -8, 2, -9
28,1:-4, 4, 4, -8, 2, -8
28,1:-4, 4, 4, -8, 2, -7
28,1:-4, 4, 4, -8, 2, -6
12,1:-4, 4, 4, -7, -4, 2
4,4:-4, 4, 4, -7, 1, 0
6,14:-4, 4, 4, -6, -9, 7
6,14:-4, 4, 4, -6, -9, 8
6,14:-4, 4, 4, -6, -9, 9
6,14:-4, 4, 4, -6, -9, 10
6,14:-4, 4, 4, -6, 7, -9
6,14:-4, 4, 4, -6, 7, 2
11,7:-4, 4, 4, -6, 13, -11
7,4:-4, 4, 4, 4, -9, 5
11,-1:-4, 4, 4, 5, 6, -10
6,12:-4, 4, 6, 4, -8, 0
5,3:-4, 4, 6, 5, -4, 2
5,3:-4, 4, 6, 5, -4, 7
5,3:-4, 4, 6, 5, -4, 8
5,3:-4, 4, 6, 5, -4, 13
-1,-1:-4, 4, 6, 6, 5, -14
-1,4:-4, 4, 6, 6, 9, -14
14,-1:-4, 4, 6, 9, -13, -7
14,-1:-4, 4, 6, 9, -13, -4
14,-1:-4, 4, 6, 9, -13, -3
2,13:-4, 4, 7, -11, -10, 2
9,-2:-4, 4, 7, -11, -6, -4
9,-2:-4, 4, 7, -11, -6, -3
9,5:-4, 4, 7, -11, -4, -14
9,8:-4, 7, -28, -29, -30, -28
9,8:-4, 7, -28, -29, -30, -27
9,8:-4, 7, -28, -29, -30, -26
9,8:-4, 7, -28, -29, -30, -25
9,8:-4, 7, -28, -29, -30, -24
9,8:-4, 7, -28, -29, -30, -23
17,-9:-4, 7, -28, -29, -30, -3
17,-9:-4, 7, -28, -29, -30, -2
17,-9:-4, 7, -28, -29, -30, -1
17,-9:-4, 7, -28, -29, -30, 0
17,-9:-4, 7, -28, -29, -30, 1
17,-9:-4, 7, -28, -29, -30, 2
9,8:-4, 7, -28, -29, -19, -26
9,8:-4, 7, -28, -29, -19, -25
9,8:-4, 7, -28, -29, -19, -24
9,8:-4, 7, -28, -29, -19, -23
9,8:-4, 7, -28, -29, -19, -22
9,8:-4, 7, -28, -29, -19, -21
16,-8:-4, 7, -28, -29, -19, -3
16,-8:-4, 7, -28, -29, -19, -2
16,-8:-4, 7, -28, -29, -19, -1
16,-8:-4, 7, -28, -29, -19, 0
16,-8:-4, 7, -28, -29, -19, 1
16,-8:-4, 7, -28, -29, -19, 2
10,10:-4, 7, -28, -29, 5, -27
10,10:-4, 7, -28, -29, 5, -26
10,10:-4, 7, -28, -29, 5, -25
10,10:-4, 7, -28, -29, 5, -24
10,10:-4, 7, -28, -29, 5, -23
10,10:-4, 7, -28, -29, 5, -22
15,-10:-4, 7, -28, -29, 5, -2
15,-10:-4, 7, -28, -29, 5, -1
15,-10:-4, 7, -28, -29, 5, 0
15,-10:-4, 7, -28, -29, 5, 1
15,-10:-4, 7, -28, -29, 5, 2
15,-10:-4, 7, -28, -29, 5, 3
9,8:-4, 7, -28, -28, -30, -33
9,8:-4, 7, -28, -28, -30, -22
9,8:-4, 7, -28, -19, -22, -25
9,8:-4, 7, -28, -19, -22, -14
9,8:-4, 7, -28, -18, -17, -24
9,8:-4, 7, -28, -18, -17, -23
9,8:-4, 7, -28, -18, -17, -22
9,8:-4, 7, -28, -18, -17, -21
9,8:-4, 7, -28, -18, -17, -20
9,8:-4, 7, -28, -18, -17, -19
15,-7:-4, 7, -28, -18, -17, -3
15,-7:-4, 7, -28, -18, -17, -2
15,-7:-4, 7, -28, -18, -17, -1
15,-7:-4, 7, -28, -18, -17, 0
15,-7:-4, 7, -28, -18, -17, 1
15,-7:-4, 7, -28, -18, -17, 2
13,-11:-4, 7, -28, -5, -7, -10
13,-11:-4, 7, -28, -5, -7, 1
13,-11:-4, 7, -28, 4, 1, -2
13,-11:-4, 7, -28, 4, 1, 9
11,12:-4, 7, -28, 5, 6, -26
11,12:-4, 7, -28, 5, 6, -25
11,12:-4, 7, -28, 5, 6, -24
11,12:-4, 7, -28, 5, 6, -23
11,12:-4, 7, -28, 5, 6, -22
11,12:-4, 7, -28, 5, 6, -21
13,-11:-4, 7, -28, 5, 6, -1
13,-11:-4, 7, -28, 5, 6, 0
13,-11:-4, 7, -28, 5, 6, 1
13,-11:-4, 7, -28, 5, 6, 2
13,-11:-4, 7, -28, 5, 6, 3
13,-11:-4, 7, -28, 5, 6, 4
9,8:-4, 7, -27, -37, -32, -10
9,8:-4, 7, -27, -37, -32, -9
9,8:-4, 7, -27, -37, -32, -8
9,8:-4, 7, -27, -37, -32, -7
3,-5:-4, 7, -27, -37, -32, -3
3,-5:-4, 7, -27, -37, -32, -2
3,-5:-4, 7, -27, -37, -32, -1
3,-5:-4, 7, -27, -37, -32, 0
3,-5:-4, 7, -27, -37, -32, 1
3,-5:-4, 7, -27, -37, -32, 2
9,8:-4, 7, -27, -37, -10, -32
9,8:-4, 7, -27, -37, -10, -31
9,8:-4, 7, -27, -37, -10, -30
9,8:-4, 7, -27, -37, -10, -29
9,8:-4, 7, -27, -37, -10, -28
9,8:-4, 7, -27, -37, -10, -27
23,-7:-4, 7, -27, -37, -10, -3
23,-7:-4, 7, -27, -37, -10, -2
23,-7:-4, 7, -27, -37, -10, -1
23,-7:-4, 7, -27, -37, -10, 0
23,-7:-4, 7, -27, -37, -10, 1
23,-7:-4, 7, -27, -37, -10, 2
3,-5:-4, 7, -27, -37, -3, -32
3,-5:-4, 7, -27, -37, -3, -31
3,-5:-4, 7, -27, -37, -3, -30
3,-5:-4, 7, -27, -37, -3, -29
3,-5:-4, 7, -27, -37, -3, -28
3,-5:-4, 7, -27, -37, -3, -27
23,-7:-4, 7, -27, -37, -3, -10
23,-7:-4, 7, -27, -37, -3, -9
23,-7:-4, 7, -27, -37, -3, -8
23,-7:-4, 7, -27, -37, -3, -7
23,-7:-4, 7, -27, -37, -3, -6
23,-7:-4, 7, -27, -37, -3, -5
9,8:-4, 7, -27, -36, -32, -28
9,8:-4, 7, -27, -36, -32, -21
9,8:-4, 7, -27, -36, -32, -18
9,8:-4, 7, -27, -36, -32, -17
9,8:-4, 7, -27, -34, -37, -16
9,8:-4, 7, -27, -34, -16, -37
9,8:-4, 7, -27, -34, -16, -30
9,8:-4, 7, -27, -34, -16, -27
9,8:-4, 7, -27, -34, -16, -26
9,8:-4, 7, -27, -29, -37, -27
9,8:-4, 7, -27, -29, -37, -26
9,8:-4, 7, -27, -29, -37, -23
9,8:-4, 7, -27, -29, -37, -16
11,9:-4, 7, -27, -29, -6, -32
11,9:-4, 7, -27, -29, -6, -21
10,10:-4, 7, -27, -29, 5, -32
10,10:-4, 7, -27, -29, 5, -21
9,8:-4, 7, -27, -21, -21, -36
9,8:-4, 7, -27, -21, -21, -35
9,8:-4, 7, -27, -21, -21, -32
9,8:-4, 7, -27, -21, -21, -25
9,8:-4, 7, -27, -19, -16, -37
9,8:-4, 7, -27, -16, -48, -26
9,8:-4, 7, -27, -16, -48, -25
9,8:-4, 7, -27, -16, -48, -24
9,8:-4, 7, -27, -16, -48, -23
9,8:-4, 7, -27, -16, -48, -22
9,8:-4, 7, -27, -16, -48, -21
20,-4:-4, 7, -27, -16, -48, -3
20,-4:-4, 7, -27, -16, -48, -2
20,-4:-4, 7, -27, -16, -48, -1
20,-4:-4, 7, -27, -16, -48, 0
20,-4:-4, 7, -27, -16, -48, 1
20,-4:-4, 7, -27, -16, -48, 2
9,8:-4, 7, -27, -16, -26, -48
9,8:-4, 7, -27, -16, -26, -47
9,8:-4, 7, -27, -16, -26, -46
9,8:-4, 7, -27, -16, -26, -45
9,8:-4, 7, -27, -16, -26, -44
9,8:-4, 7, -27, -16, -26, -43
22,-24:-4, 7, -27, -16, -26, -3
22,-24:-4, 7, -27, -16, -26, -2
22,-24:-4, 7, -27, -16, -26, -1
22,-24:-4, 7, -27, -16, -26, 0
22,-24:-4, 7, -27, -16, -26, 1
22,-24:-4, 7, -27, -16, -26, 2
20,-4:-4, 7, -27, -16, -3, -48
20,-4:-4, 7, -27, -16, -3, -47
20,-4:-4, 7, -27, -16, -3, -46
20,-4:-4, 7, -27, -16, -3, -45
20,-4:-4, 7, -27, -16, -3, -44
20,-4:-4, 7, -27, -16, -3, -43
22,-24:-4, 7, -27, -16, -3, -26
22,-24:-4, 7, -27, -16, -3, -25
22,-24:-4, 7, -27, -16, -3, -24
22,-24:-4, 7, -27, -16, -3, -23
22,-24:-4, 7, -27, -16, -3, -22
22,-24:-4, 7, -27, -16, -3, -21
1,15:-4, 7, -25, -5, -15, -10
1,15:-4, 7, -25, -5, -15, -9
1,15:-4, 7, -25, -5, -15, -8
1,15:-4, 7, -25, -5, -15, -7
1,15:-4, 7, -25, -5, -15, -6
1,15:-4, 7, -25, -5, -15, -5
21,13:-4, 7, -25, -5, -15, 12
21,13:-4, 7, -25, -5, -15, 13
21,13:-4, 7, -25, -5, -15, 14
21,13:-4, 7, -25, -5, -15, 15
21,13:-4, 7, -25, -5, -15, 16
21,13:-4, 7, -25, -5, -15, 17
18,16:-4, 7, -25, -5, 6, -26
18,16:-4, 7, -25, -5, 6, -25
18,16:-4, 7, -25, -5, 6, -24
18,16:-4, 7, -25, -5, 6, -23
18,16:-4, 7, -25, -5, 6, -22
18,16:-4, 7, -25, -5, 6, -21
20,-4:-4, 7, -25, -5, 6, -4
20,-4:-4, 7, -25, -5, 6, -3
20,-4:-4, 7, -25, -5, 6, -2
20,-4:-4, 7, -25, -5, 6, -1
20,-4:-4, 7, -25, -5, 6, 0
20,-4:-4, 7, -25, -5, 6, 1
-3,19:-4, 7, -25, 4, -7, -2
-3,19:-4, 7, -25, 4, -7, -1
-3,19:-4, 7, -25, 4, -7, 0
-3,19:-4, 7, -25, 4, -7, 1
-3,19:-4, 7, -25, 4, -7, 2
-3,19:-4, 7, -25, 4, -7, 3
17,17:-4, 7, -25, 4, -7, 20
17,17:-4, 7, -25, 4, -7, 21
17,17:-4, 7, -25, 4, -7, 22
17,17:-4, 7, -25, 4, -7, 23
17,17:-4, 7, -25, 4, -7, 24
17,17:-4, 7, -25, 4, -7, 25
14,20:-4, 7, -25, 4, 14, -18
14,20:-4, 7, -25, 4, 14, -17
14,20:-4, 7, -25, 4, 14, -16
14,20:-4, 7, -25, 4, 14, -15
14,20:-4, 7, -25, 4, 14, -14
14,20:-4, 7, -25, 4, 14, -13
16,0:-4, 7, -25, 4, 14, 4
16,0:-4, 7, -25, 4, 14, 5
16,0:-4, 7, -25, 4, 14, 6
16,0:-4, 7, -25, 4, 14, 7
16,0:-4, 7, -25, 4, 14, 8
16,0:-4, 7, -25, 4, 14, 9
-1,-1:-4, 7, -18, -29, -24, -3
-1,-1:-4, 7, -18, -29, -24, -2
-1,-1:-4, 7, -18, -29, -24, -1
-1,-1:-4, 7, -18, -29, -24, 0
-1,-1:-4, 7, -18, -29, -24, 1
-1,-1:-4, 7, -18, -29, -24, 2
-1,-1:-4, 7, -18, -29, -3, -24
-1,-1:-4, 7, -18, -29, -3, -23
-1,-1:-4, 7, -18, -29, -3, -22
