1,2:6
4,2:-5, -6
3,3:-5, 5
3,3:6, -4
2,4:6, 7
6,3:-5, -6, -7
5,4:-5, -6, 4
5,4:-5, 5, -5
4,5:-5, 5, 6
-8,7:-4, -14, -9
-8,7:-4, -14, -8
-8,7:-4, -14, -7
-8,7:-4, -14, -6
-8,7:-4, -14, -5
-8,7:-4, -14, -4
12,5:-4, -14, 13
12,5:-4, -14, 14
12,5:-4, -14, 15
12,5:-4, -14, 16
12,5:-4, -14, 17
12,5:-4, -14, 18
9,8:-4, 7, -25
9,8:-4, 7, -24
9,8:-4, 7, -23
9,8:-4, 7, -22
9,8:-4, 7, -21
9,8:-4, 7, -20
11,-12:-4, 7, -3
11,-12:-4, 7, -2
11,-12:-4, 7, -1
11,-12:-4, 7, 0
11,-12:-4, 7, 1
11,-12:-4, 7, 2
-12,11:5, -6, -1
-12,11:5, -6, 0
-12,11:5, -6, 1
-12,11:5, -6, 2
-12,11:5, -6, 3
-12,11:5, -6, 4
8,9:5, -6, 21
8,9:5, -6, 22
8,9:5, -6, 23
8,9:5, -6, 24
8,9:5, -6, 25
8,9:5, -6, 26
5,12:5, 15, -17
5,12:5, 15, -16
5,12:5, 15, -15
5,12:5, 15, -14
5,12:5, 15, -13
5,12:5, 15, -12
7,-8:5, 15, 5
7,-8:5, 15, 6
7,-8:5, 15, 7
7,-8:5, 15, 8
7,-8:5, 15, 9
7,-8:5, 15, 10
4,5:6, 7, -3
3,6:6, 7, 8
11,12:6, 7, -2, 9, -21
11,12:6, 7, -2, 9, -20
11,12:6, 7, -2, 9, -19
11,12:6, 7, -2, 9, -18
13,-8:6, 7, -2, 9, -1
13,-8:6, 7, -2, 9, 0
13,-8:6, 7, -2, 9, 1
13,-8:6, 7, -2, 9, 2
13,-8:6, 7, -2, 9, 3
13,-8:6, 7, -2, 9, 4
-10,15:6, 7, 7, -4, 1
-10,15:6, 7, 7, -4, 2
-10,15:6, 7, 7, -4, 3
-10,15:6, 7, 7, -4, 4
-10,15:6, 7, 7, -4, 5
-10,15:6, 7, 7, -4, 6
10,13:6, 7, 7, -4, 23
10,13:6, 7, 7, -4, 24
10,13:6, 7, 7, -4, 25
10,13:6, 7, 7, -4, 26
10,13:6, 7, 7, -4, 27
10,13:6, 7, 7, -4, 28
7,16:6, 7, 7, 17, -15
7,16:6, 7, 7, 17, -14
7,16:6, 7, 7, 17, -13
7,16:6, 7, 7, 17, -12
7,16:6, 7, 7, 17, -11
7,16:6, 7, 7, 17, -10
9,-4:6, 7, 7, 17, 7
9,-4:6, 7, 7, 17, 8
9,-4:6, 7, 7, 17, 9
9,-4:6, 7, 7, 17, 10
9,-4:6, 7, 7, 17, 11
9,-4:6, 7, 7, 17, 12
6,9:6, 7, 8, 9, -1
5,10:6, 7, 8, 9, 10
