-1,0:-4, -6, -13, -5, -25
-1,0:-4, -6, -13, -5, -24
-1,0:-4, -6, -13, -5, -23
-1,0:-4, -6, -13, -5, -22
-1,0:-4, -6, -13, -5, -21
5,-6:-4, -6, 6, -2, 14
5,-6:-4, -6, 6, -2, 15
5,-6:-4, -6, 6, -2, 16
5,-6:-4, -6, 6, -2, 17
5,-6:-4, -6, 6, -2, 18
5,-6:-4, -6, 6, -2, 19
-5,4:5, 2, -5, 3, -18
-5,4:5, 2, -5, 3, -17
-5,4:5, 2, -5, 3, -16
-5,4:5, 2, -5, 3, -15
-5,4:5, 2, -5, 3, -14
-5,4:5, 2, -5, 3, -13
1,-2:5, 2, 14, 6, 22
1,-2:5, 2, 14, 6, 23
1,-2:5, 2, 14, 6, 24
1,-2:5, 2, 14, 6, 25
1,-2:5, 2, 14, 6, 26
1,-2:5, 2, 14, 6, 27
-2,-1:5, 2, -5, 9, 10, 1, 14
-2,-1:5, 2, -5, 9, 10, 1, 21
9,-6:5, 2, 0, -9, -12, -9, -9
-1,10:5, 2, 0, -8, 0, -32, 4
-1,10:5, 2, 0, -8, 0, 4, -32
-1,10:5, 2, 0, -8, 0, 4, -31
-1,10:5, 2, 0, -8, 0, 4, -30
-1,10:5, 2, 0, -8, 0, 4, -29
-1,10:5, 2, 0, -8, 0, 4, -28
-1,10:5, 2, 0, -8, 0, 4, -27
0,6:5, 2, 0, -2, -12, 6, 0
0,6:5, 2, 0, -2, -12, 6, 1
0,6:5, 2, 0, -2, -12, 6, 2
0,6:5, 2, 0, -2, -12, 6, 3
0,6:5, 2, 0, -2, -12, 6, 4
0,6:5, 2, 0, -2, 6, 0, -12
0,6:5, 2, 0, -2, 6, 0, -5
0,6:5, 2, 0, -2, 6, 0, -2
0,6:5, 2, 0, -2, 6, 0, -1
16,-7:5, 2, 0, -1, -3, -15, -3
8,5:5, 2, 0, 4, -1, -4, -11
13,9:5, 2, 0, 9, 2, 0, 3
6,16:5, 2, 9, 0, 7, 6, 6
2,11:5, 2, 9, 1, 10, 13, 20
-10,19:5, 2, 9, 10, 12, 24, 12
3,3:5, 2, 9, 11, 3, 5, 10
3,3:5, 2, 9, 11, 3, 5, 11
3,3:5, 2, 9, 11, 3, 5, 14
3,3:5, 2, 9, 11, 3, 5, 21
3,3:5, 2, 9, 11, 3, 14, 5
3,3:5, 2, 9, 11, 3, 14, 6
3,3:5, 2, 9, 11, 3, 14, 7
3,3:5, 2, 9, 11, 3, 14, 8
3,3:5, 2, 9, 11, 3, 14, 9
7,2:5, 2, 9, 17, 9, 5, 36
7,2:5, 2, 9, 17, 9, 5, 37
7,2:5, 2, 9, 17, 9, 5, 38
7,2:5, 2, 9, 17, 9, 5, 39
7,2:5, 2, 9, 17, 9, 5, 40
7,2:5, 2, 9, 17, 9, 5, 41
7,2:5, 2, 9, 17, 9, 36, 5
-9,12:5, 2, 9, 18, 18, 21, 18
-12,9:5, 2, 14, 0, -4, 21, -7
-12,9:5, 2, 14, 0, -4, 21, -6
-4,1:5, 2, 14, 0, -1, 8, -12
-4,1:5, 2, 14, 0, -1, 8, -5
-4,1:5, 2, 14, 0, -1, 8, -2
-4,1:5, 2, 14, 0, -1, 8, -1
-12,9:5, 2, 14, 0, -1, 21, -12
-12,9:5, 2, 14, 0, -1, 21, -5
-12,9:5, 2, 14, 0, -1, 21, -2
-12,9:5, 2, 14, 0, -1, 21, -1
-4,1:5, 2, 14, 0, 0, 8, -15
-4,1:5, 2, 14, 0, 0, 8, -10
-4,1:5, 2, 14, 0, 0, 8, -9
-4,1:5, 2, 14, 0, 0, 8, -4
-12,9:5, 2, 14, 0, 0, 21, -15
-12,9:5, 2, 14, 0, 0, 21, -10
-12,9:5, 2, 14, 0, 0, 21, -9
-12,9:5, 2, 14, 0, 0, 21, -4
-4,1:5, 2, 14, 3, -8, 8, -6
-4,1:5, 2, 14, 3, -8, 8, -5
-4,1:5, 2, 14, 3, -8, 8, -4
-4,1:5, 2, 14, 3, -8, 8, -3
-4,1:5, 2, 14, 3, -8, 8, -2
-4,1:5, 2, 14, 3, -8, 8, -1
-12,9:5, 2, 14, 3, -8, 21, -6
-12,9:5, 2, 14, 3, -8, 21, -5
-12,9:5, 2, 14, 3, -8, 21, -4
-12,9:5, 2, 14, 3, -8, 21, -3
-12,9:5, 2, 14, 3, -8, 21, -2
-12,9:5, 2, 14, 3, -8, 21, -1
-4,1:5, 2, 14, 3, 3, 8, -4
-4,1:5, 2, 14, 3, 3, 8, -3
-4,1:5, 2, 14, 3, 3, 8, -2
-4,1:5, 2, 14, 3, 3, 8, -1
-4,1:5, 2, 14, 3, 3, 8, 0
-12,9:5, 2, 14, 3, 3, 21, -4
-12,9:5, 2, 14, 3, 3, 21, -3
-12,9:5, 2, 14, 3, 3, 21, -2
-12,9:5, 2, 14, 3, 3, 21, -1
-12,9:5, 2, 14, 3, 3, 21, 0
-12,9:5, 2, 14, 3, 3, 21, 1
1,-2:5, 2, 14, 6, 19, 18, 20
1,-2:5, 2, 14, 6, 19, 18, 21
1,-2:5, 2, 14, 6, 19, 18, 22
1,-2:5, 2, 14, 6, 19, 18, 23
1,-2:5, 2, 14, 6, 19, 18, 24
1,-2:5, 2, 14, 6, 19, 18, 25
1,-2:5, 2, 14, 6, 19, 29, 22
1,-2:5, 2, 14, 6, 19, 29, 23
1,-2:5, 2, 14, 6, 19, 29, 24
1,-2:5, 2, 14, 6, 19, 29, 25
1,-2:5, 2, 14, 6, 19, 29, 26
1,-2:5, 2, 14, 6, 19, 29, 27
1,-2:5, 2, 14, 6, 20, 18, 15
1,-2:5, 2, 14, 6, 20, 18, 26
1,-2:5, 2, 14, 6, 29, 26, 23
1,-2:5, 2, 14, 6, 29, 26, 34
1,-2:5, 2, 14, 6, 30, 31, 24
1,-2:5, 2, 14, 6, 30, 31, 25
1,-2:5, 2, 14, 6, 30, 31, 26
1,-2:5, 2, 14, 6, 30, 31, 27
1,-2:5, 2, 14, 6, 30, 31, 28
1,-2:5, 2, 14, 6, 30, 31, 29
10,4:5, 2, 14, 11, 2, -2, -4
5,1:5, 10, 5, -6, -3, -1, 10
-3,9:5, 10, 5, -6, -3, 12, -1
6,0:5, 10, 5, -6, 7, -3, 9
6,0:5, 10, 5, -6, 7, -3, 10
6,0:5, 10, 5, -6, 7, -3, 11
6,0:5, 10, 5, -6, 7, -3, 12
6,0:5, 10, 5, -6, 7, -3, 13
6,0:5, 10, 5, -6, 7, -3, 14
6,0:5, 10, 5, -6, 7, 9, -3
6,0:5, 10, 5, -6, 7, 9, -2
6,0:5, 10, 5, -6, 7, 9, 1
6,0:5, 10, 5, -6, 7, 9, 8
10,-10:5, 10, 5, -3, -17, -5, -1
10,-10:5, 10, 5, -3, -17, -5, 10
10,-10:5, 10, 5, -3, -17, 10, -5
10,-10:5, 10, 5, -3, -17, 10, -4
10,-10:5, 10, 5, -3, -17, 10, -1
10,-10:5, 10, 5, -3, -17, 10, 6
10,-10:5, 10, 5, -3, -5, -1, -17
10,-10:5, 10, 5, -3, -5, -1, -10
10,-10:5, 10, 5, -3, -5, -1, -7
10,-10:5, 10, 5, -3, -5, -1, -6
10,-2:5, 10, 5, -1, 0, 13, -6
6,9:5, 10, 5, 2, 3, 8, -5
-2,-1:5, 10, 5, 2, 15, 9, -1
-2,-1:5, 10, 5, 2, 15, 9, 0
-2,-1:5, 10, 5, 2, 15, 9, 1
-2,-1:5, 10, 5, 2, 15, 9, 2
-2,-1:5, 10, 5, 2, 15, 9, 3
-2,-1:5, 10, 5, 2, 15, 9, 4
0,1:5, 10, 9, -8, 21, -5, 34
0,1:5, 10, 9, -8, 21, -5, 35
0,1:5, 10, 9, -8, 21, -5, 36
0,1:5, 10, 9, -8, 21, -5, 37
0,1:5, 10, 9, -8, 21, -5, 38
0,1:5, 10, 9, -8, 21, -5, 39
0,1:5, 10, 9, -8, 21, 34, -5
-9,4:5, 10, 9, 10, 11, 21, 12
-9,4:5, 10, 9, 10, 11, 21, 23
-6,-2:5, 10, 9, 18, 7, 7, 12
5,1:5, 10, 10, 5, -6, -3, -1
-3,9:5, 10, 10, 5, -6, -3, 12
-3,9:5, 10, 10, 5, -6, 12, -4
-3,9:5, 10, 10, 5, -6, 12, -3
-3,9:5, 10, 10, 5, -6, 12, -2
-3,9:5, 10, 10, 5, -6, 12, -1
-3,9:5, 10, 10, 5, -6, 12, 0
-3,9:5, 10, 10, 5, -6, 12, 1
8,-6:5, 10, 14, 8, 22, 4, -11
0,2:5, 10, 14, 8, 22, 4, 2
12,1:5, 12, -2, -9, -1, 5, 4
12,1:5, 12, -2, -9, -1, 5, 5
12,1:5, 12, -2, -9, -1, 5, 8
12,1:5, 12, -2, -9, -1, 5, 15
12,1:5, 12, -2, -9, -1, 7, 3
12,1:5, 12, -2, -9, -1, 7, 8
12,1:5, 12, -2, -9, -1, 7, 9
12,1:5, 12, -2, -9, -1, 7, 14
12,1:5, 12, -2, -9, -1, 10, 4
12,1:5, 12, -2, -9, -1, 10, 5
12,1:5, 12, -2, -9, -1, 10, 6
12,1:5, 12, -2, -9, -1, 10, 7
12,1:5, 12, -2, -9, -1, 10, 8
12,1:5, 12, -2, -9, -1, 10, 9
12,1:5, 12, -2, -9, -1, 11, 3
12,1:5, 12, -2, -9, -1, 11, 7
12,1:5, 12, -2, -9, -1, 12, 0
12,1:5, 12, -2, -9, -1, 12, 1
12,1:5, 12, -2, -9, -1, 12, 4
12,1:5, 12, -2, -9, -1, 12, 11
12,1:5, 12, -2, -9, -1, 14, 5
12,1:5, 12, -2, -9, -1, 14, 10
32,-4:5, 12, -2, 10, -8, -18, -1
32,-4:5, 12, -2, 10, -8, -18, 0
32,-4:5, 12, -2, 10, -8, -18, 1
32,-4:5, 12, -2, 10, -8, -18, 2
32,-4:5, 12, -2, 10, -8, -18, 3
32,-4:5, 12, -2, 10, -8, -18, 4
0,10:5, 12, 6, 14, 13, 10, -5
0,10:5, 12, 6, 14, 13, 10, 2
0,10:5, 12, 6, 14, 13, 10, 5
-12,1:5, 12, 11, 2, -7, 16, 15
-12,1:5, 12, 11, 2, 16, 15, -7
-12,1:5, 12, 11, 2, 16, 15, -6
-12,1:5, 12, 11, 2, 16, 15, -3
-12,1:5, 12, 11, 2, 16, 15, 4
-1,18:5, 12, 11, 10, 20, 17, 11
6,9:5, 12, 12, 0, 8, -5, -21
6,9:5, 12, 12, 0, 8, -5, -20
6,9:5, 12, 12, 0, 8, -5, -19
6,9:5, 12, 12, 0, 8, -5, -18
6,9:5, 12, 12, 0, 8, -5, -17
6,9:5, 12, 12, 0, 8, -5, -16
-9,-7:5, 12, 12, 2, -6, 12, 3
3,-4:5, 12, 15, -3, -4, -12, -1
11,4:5, 15, -9, -9, -16, -27, -25
11,4:5, 15, -9, -9, -16, -27, -24
11,4:5, 15, -9, -9, -16, -27, -23
11,4:5, 15, -9, -9, -16, -27, -22
11,4:5, 15, -9, -9, -16, -27, -21
11,4:5, 15, -9, -9, -16, -27, -20
11,4:5, 15, -9, -9, -16, -16, -23
11,4:5, 15, -9, -9, -16, -16, -22
11,4:5, 15, -9, -9, -16, -16, -21
11,4:5, 15, -9, -9, -16, -16, -20
11,4:5, 15, -9, -9, -16, -16, -19
11,4:5, 15, -9, -9, -16, -16, -18
-13,10:5, 15, -9, 3, -9, -15, -8
-13,10:5, 15, -9, 3, -9, -8, -15
-13,10:5, 15, -9, 3, -9, -8, -4
4,12:5, 15, 3, 1, -6, 2, -14
4,12:5, 15, 3, 1, -6, 2, -10
0,16:5, 15, 12, 9, 2, 10, -17
0,16:5, 15, 12, 9, 2, 10, -14
6,12:6, -3, -13, 11, 11, 18, 21
6,12:6, -3, -13, 11, 11, 18, 22
6,12:6, -3, -13, 11, 11, 18, 23
6,12:6, -3, -13, 11, 11, 18, 24
6,12:6, -3, -13, 11, 11, 18, 25
6,12:6, -3, -13, 11, 11, 18, 26
11,7:6, -3, -12, -13, -3, 0, 7
11,7:6, -3, -10, -13, 5, -10, 9
12,-11:6, -3, -10, -7, -10, -3, -20
4,-3:6, -3, -10, -7, -10, -3, -7
3,13:6, -3, -10, 4, 11, 3, -13
3,13:6, -3, -10, 4, 11, 3, -7
3,13:6, -3, -10, 4, 11, 3, -2
3,13:6, -3, -10, 4, 11, 3, 1
0,2:6, -3, -5, -12, -4, -28, -26
0,2:6, -3, -5, -12, -4, -28, -25
0,2:6, -3, -5, -12, -4, -28, -24
0,2:6, -3, -5, -12, -4, -28, -23
0,2:6, -3, -5, -12, -4, -28, -22
0,2:6, -3, -5, -12, -4, -28, -21
0,2:6, -3, -5, -12, -4, -17, -24
0,2:6, -3, -5, -12, -4, -17, -23
0,2:6, -3, -5, -12, -4, -17, -22
0,2:6, -3, -5, -12, -4, -17, -21
0,2:6, -3, -5, -12, -4, -17, -20
0,2:6, -3, -5, -12, -4, -17, -19
11,-11:6, -3, -5, -12, -1, -19, 2
11,-11:6, -3, -5, -12, -1, -19, 3
11,-11:6, -3, -5, -12, -1, -19, 4
11,-11:6, -3, -5, -12, -1, -19, 5
11,-11:6, -3, -5, -12, -1, -19, 6
11,-11:6, -3, -5, -12, -1, -19, 7
3,-3:6, -3, -5, -12, -1, -6, 3
3,-3:6, -3, -5, -12, -1, -6, 4
3,-3:6, -3, -5, -12, -1, -6, 5
3,-3:6, -3, -5, -12, -1, -6, 6
3,-3:6, -3, -5, -12, -1, -6, 7
11,-11:6, -3, -5, -12, -1, 2, -19
3,-3:6, -3, -5, -12, -1, 2, -6
1,-1:6, -3, -5, 7, -4, -12, 1
-7,7:6, -3, -5, 7, -4, -12, 14
1,-1:6, -3, -5, 7, -4, 1, -12
1,-1:6, -3, -5, 7, -4, 1, -11
1,-1:6, -3, -5, 7, -4, 1, -10
1,-1:6, -3, -5, 7, -4, 1, -9
1,-1:6, -3, -5, 7, -4, 1, -8
-7,7:6, -3, -5, 7, -4, 14, -12
-7,7:6, -3, -5, 7, -4, 14, -11
-7,7:6, -3, -5, 7, -4, 14, -10
-7,7:6, -3, -5, 7, -4, 14, -9
-7,7:6, -3, -5, 7, -4, 14, -8
-7,7:6, -3, -5, 7, -4, 14, -7
6,-4:6, -3, -5, 7, -1, 12, 14
6,-4:6, -3, -5, 7, -1, 12, 15
6,-4:6, -3, -5, 7, -1, 12, 16
6,-4:6, -3, -5, 7, -1, 12, 17
6,-4:6, -3, -5, 7, -1, 12, 18
6,-4:6, -3, -5, 7, -1, 12, 19
6,-4:6, -3, -5, 7, -1, 23, 16
6,-4:6, -3, -5, 7, -1, 23, 17
6,-4:6, -3, -5, 7, -1, 23, 18
6,-4:6, -3, -5, 7, -1, 23, 19
6,-4:6, -3, -5, 7, -1, 23, 20
6,-4:6, -3, -5, 7, -1, 23, 21
11,7:6, -3, 3, -2, -5, 8, -12
17,-1:6, -3, 5, -9, -16, -8, -6
17,-1:6, -3, 5, -9, -16, -8, -3
17,-1:6, -3, 5, -9, -16, -8, 2
17,-1:6, -3, 5, -9, -16, -8, 8
1,0:6, -3, 5, 2, 0, -2, 2
-7,8:6, -3, 5, 2, 0, -2, 15
11,7:6, -3, 5, 8, -10, -2, -14
16,2:6, -3, 8, -16, -16, -23, -31
16,2:6, -3, 8, -16, -16, -23, -30
16,2:6, -3, 8, -16, -16, -23, -29
16,2:6, -3, 8, -16, -16, -23, -28
16,2:6, -3, 8, -16, -16, -23, -27
16,2:6, -3, 8, -16, -16, -23, -26
2,16:6, 6, -5, 19, 19, 26, 29
2,16:6, 6, -5, 19, 19, 26, 30
2,16:6, 6, -5, 19, 19, 26, 31
2,16:6, 6, -5, 19, 19, 26, 32
2,16:6, 6, -5, 19, 19, 26, 33
2,16:6, 6, -5, 19, 19, 26, 34
7,11:6, 6, -4, -5, 5, 8, 15
7,11:6, 6, -2, -5, 13, -2, 17
8,-7:6, 6, -2, 1, -2, 5, -12
0,1:6, 6, -2, 1, -2, 5, 1
-1,17:6, 6, -2, 12, 19, 11, -5
-1,17:6, 6, -2, 12, 19, 11, 1
-1,17:6, 6, -2, 12, 19, 11, 6
-1,17:6, 6, -2, 12, 19, 11, 9
-4,6:6, 6, 3, -4, 4, -20, -18
-4,6:6, 6, 3, -4, 4, -20, -17
-4,6:6, 6, 3, -4, 4, -20, -16
-4,6:6, 6, 3, -4, 4, -20, -15
-4,6:6, 6, 3, -4, 4, -20, -14
-4,6:6, 6, 3, -4, 4, -20, -13
-4,6:6, 6, 3, -4, 4, -9, -16
-4,6:6, 6, 3, -4, 4, -9, -15
-4,6:6, 6, 3, -4, 4, -9, -14
-4,6:6, 6, 3, -4, 4, -9, -13
-4,6:6, 6, 3, -4, 4, -9, -12
-4,6:6, 6, 3, -4, 4, -9, -11
7,-7:6, 6, 3, -4, 7, -11, 10
7,-7:6, 6, 3, -4, 7, -11, 11
7,-7:6, 6, 3, -4, 7, -11, 12
7,-7:6, 6, 3, -4, 7, -11, 13
7,-7:6, 6, 3, -4, 7, -11, 14
7,-7:6, 6, 3, -4, 7, -11, 15
-1,1:6, 6, 3, -4, 7, 2, 11
-1,1:6, 6, 3, -4, 7, 2, 12
-1,1:6, 6, 3, -4, 7, 2, 13
-1,1:6, 6, 3, -4, 7, 2, 14
-1,1:6, 6, 3, -4, 7, 2, 15
7,-7:6, 6, 3, -4, 7, 10, -11
-1,1:6, 6, 3, -4, 7, 10, 2
-3,3:6, 6, 3, 15, 4, -4, 9
-11,11:6, 6, 3, 15, 4, -4, 22
-3,3:6, 6, 3, 15, 4, 9, -4
-3,3:6, 6, 3, 15, 4, 9, -3
-3,3:6, 6, 3, 15, 4, 9, -2
-3,3:6, 6, 3, 15, 4, 9, -1
-3,3:6, 6, 3, 15, 4, 9, 0
-11,11:6, 6, 3, 15, 4, 22, -4
-11,11:6, 6, 3, 15, 4, 22, -3
-11,11:6, 6, 3, 15, 4, 22, -2
-11,11:6, 6, 3, 15, 4, 22, -1
-11,11:6, 6, 3, 15, 4, 22, 0
-11,11:6, 6, 3, 15, 4, 22, 1
2,0:6, 6, 3, 15, 7, 20, 22
2,0:6, 6, 3, 15, 7, 20, 23
2,0:6, 6, 3, 15, 7, 20, 24
2,0:6, 6, 3, 15, 7, 20, 25
2,0:6, 6, 3, 15, 7, 20, 26
2,0:6, 6, 3, 15, 7, 20, 27
2,0:6, 6, 3, 15, 7, 31, 24
2,0:6, 6, 3, 15, 7, 31, 25
2,0:6, 6, 3, 15, 7, 31, 26
2,0:6, 6, 3, 15, 7, 31, 27
2,0:6, 6, 3, 15, 7, 31, 28
2,0:6, 6, 3, 15, 7, 31, 29
7,11:6, 6, 11, 6, 3, 16, -4
13,3:6, 6, 13, -1, -8, 0, 2
13,3:6, 6, 13, -1, -8, 0, 5
13,3:6, 6, 13, -1, -8, 0, 10
13,3:6, 6, 13, -1, -8, 0, 16
-3,4:6, 6, 13, 10, 8, 6, 10
-11,12:6, 6, 13, 10, 8, 6, 23
7,11:6, 6, 13, 16, -2, 6, -6
12,6:6, 6, 16, -8, -8, -15, -23
12,6:6, 6, 16, -8, -8, -15, -22
12,6:6, 6, 16, -8, -8, -15, -21
12,6:6, 6, 16, -8, -8, -15, -20
12,6:6, 6, 16, -8, -8, -15, -19
12,6:6, 6, 16, -8, -8, -15, -18
1,4:6, 7, -2, -4, -11, -3, -24
1,4:6, 7, -2, -4, -11, -3, -23
1,4:6, 7, -2, -4, -11, -3, -22
1,4:6, 7, -2, -4, -11, -3, -21
1,4:6, 7, -2, -4, -11, -3, -20
1,4:6, 7, -2, -4, -11, -3, -19
7,-2:6, 7, -2, -4, 8, 0, 16
7,-2:6, 7, -2, -4, 8, 0, 17
7,-2:6, 7, -2, -4, 8, 0, 18
7,-2:6, 7, -2, -4, 8, 0, 19
7,-2:6, 7, -2, -4, 8, 0, 20
7,-2:6, 7, -2, -4, 8, 0, 21
-3,8:6, 7, 7, 4, -3, 5, -16
-3,8:6, 7, 7, 4, -3, 5, -15
-3,8:6, 7, 7, 4, -3, 5, -14
-3,8:6, 7, 7, 4, -3, 5, -13
-3,8:6, 7, 7, 4, -3, 5, -12
-3,8:6, 7, 7, 4, -3, 5, -11
3,2:6, 7, 7, 4, 16, 8, 24
3,2:6, 7, 7, 4, 16, 8, 25
3,2:6, 7, 7, 4, 16, 8, 26
3,2:6, 7, 7, 4, 16, 8, 27
3,2:6, 7, 7, 4, 16, 8, 28
3,2:6, 7, 7, 4, 16, 8, 29
